sample_id,source_dataset,source_version,source_path,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,selection_reason,sha256,locator_type,image_locator,annotation_locator,parquet_row_index,output_image,output_annotation,annotation_sha256,materialized_width,materialized_height,materialized_image_format,materialized_readable
cif_0071,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210901100641_0072_SUPR_768_2304.JPG,Ankerblock 18 Wall North (East to west)/DJI_20210901100409_0004_SUPR/DJI_20210901100641_0072_SUPR.JPG,Ankerblock 18 Wall North (East to west)/DJI_20210901100409_0004_SUPR/DJI_20210901100641_0072_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,44780157654ad57c3f5989d3e2d9fc2e7ceac19ecb9ff652316195af18b7cd09,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,876,data/feasibility_v0/images/cif/cif_0071.jpg,data/feasibility_v0/annotations/cif/cif_0071.json,3040f4f3ed218ac8808596436a4e4ce89d21129815a159e21383417240d14add,1024,1024,JPEG,True
cif_0072,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824112851_0033_SUPR_2304_3072.JPG,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824112851_0033_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824112851_0033_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,339889eae3cd50f3c8692c60e55531370c61192442198a57fc1786f8a8389d28,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,48,data/feasibility_v0/images/cif/cif_0072.jpg,data/feasibility_v0/annotations/cif/cif_0072.json,912963afa8e3182aa42229b8c701142ed0b4189d18b724cae6881baea9413d03,1024,1024,JPEG,True
cif_0073,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210824115627_0088_SUPR_0_1536.JPG,AB18 - The sloping Part (South)/DJI_20210824115317_0019_SUPR/DJI_20210824115627_0088_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824115317_0019_SUPR/DJI_20210824115627_0088_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,635d6935a44756159b02d7c4ecf712c2ba8725fd5b208b723fde0302f8d7e3cc,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,784,data/feasibility_v0/images/cif/cif_0073.jpg,data/feasibility_v0/annotations/cif/cif_0073.json,860fbec17e681b29d3112e210a0e161318327802de83cad2a25ba1ac30bae931,1024,1024,JPEG,True
cif_0074,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM_3072_3072.JPG,West_approach/PW07/ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM.JPG,West_approach/PW07/ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,79435d32a34c0e96fc96d44825caade6692731b3ec711d30b87594e20705b706,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,1060,data/feasibility_v0/images/cif/cif_0074.jpg,data/feasibility_v0/annotations/cif/cif_0074.json,ca66e795947450390eb7176e2eeff1159546d7fa7a6c9a79ffbd0612b3b04fc3,1024,1024,JPEG,True
cif_0075,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,DJI_20221118135145_0028_SUPR_2304_3072.JPG,DJI_202211181335_001_Pillar/DJI_20221118135047_0005_SUPR Pillar zoom 10/DJI_20221118135145_0028_SUPR.JPG,DJI_202211181335_001_Pillar/DJI_20221118135047_0005_SUPR Pillar zoom 10/DJI_20221118135145_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,b4822d4c3c292dfe2b7deaccfcd56a6f174376b0fde8dacc82d280711b660683,parquet_row,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,1150,data/feasibility_v0/images/cif/cif_0075.jpg,data/feasibility_v0/annotations/cif/cif_0075.json,b594f6ccf0d2c53102ef8d5fd1a7e73103e5d2319888c7350a9bcbeabff26bc1,1024,1024,JPEG,True
cif_0076,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_9218_2304_0.jpg,004/dump4/IMG_9218.jpg,004/dump4/IMG_9218.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,e864db98c4827348d4eeadc6b186d8b34caa268e10fceaffae0da9ac305d5cc3,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,490,data/feasibility_v0/images/cif/cif_0076.jpg,data/feasibility_v0/annotations/cif/cif_0076.json,ed04ffd871822fa55ce350fd1316341f365ce3e141bb982ee450e10288ea2ddd,1024,1024,JPEG,True
cif_0077,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210604103113_0008_SUPR_1536_2304.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103113_0008_SUPR.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103113_0008_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,2b7940c39f8de5f855e3641b4434c3862f91162c01d919da11c89c31e3f30c03,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,1144,data/feasibility_v0/images/cif/cif_0077.jpg,data/feasibility_v0/annotations/cif/cif_0077.json,24c7ba1bfd26d2876f7162ee4ce4f015294020960245f91343b212470aeeefb1,1024,1024,JPEG,True
cif_0078,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,DJI_20211122111336_0061_SUPR_768_768.JPG,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111336_0061_SUPR.JPG,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111336_0061_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,d63d8ea4a334b80e78a29e02b26199884a4eb043e132fa3d5d50094de364d1e9,parquet_row,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,1238,data/feasibility_v0/images/cif/cif_0078.jpg,data/feasibility_v0/annotations/cif/cif_0078.json,e277070b8c65b71c2d93805210ea2e96767523ee653861f08c94521aa4715d40,1024,1024,JPEG,True
cif_0079,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210602151431_0060_SUPR_2304_2304.JPG,Pille 22/S/DJI_20210602151226_0018_SUPR/DJI_20210602151431_0060_SUPR.JPG,Pille 22/S/DJI_20210602151226_0018_SUPR/DJI_20210602151431_0060_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,1a544480484299498fb1039415373c84c6e9c41103c1c7ad398dcc0b7aac070d,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,619,data/feasibility_v0/images/cif/cif_0079.jpg,data/feasibility_v0/annotations/cif/cif_0079.json,f69cf4b341775ec1d2a83f3e56ce0be829504364ea85887e94d4cffcc11f3d97,1024,1024,JPEG,True
cif_0080,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,SB-AB18-AB_S-175_2304_768.JPG,SB-AB18-AB_S-175.JPG,SB-AB18-AB_S-175.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,b2c6faa5057718fbaff615425061f6468d0be144a952704422c4fc2f5305ae31,parquet_row,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,1058,data/feasibility_v0/images/cif/cif_0080.jpg,data/feasibility_v0/annotations/cif/cif_0080.json,8c4327685337ab7e34cf269409a98a39c7ee3523958a4abc2441f80ec43f57d0,1024,1024,JPEG,True
cif_0081,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824114109_0129_SUPR_768_1536.JPG,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824114109_0129_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824114109_0129_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,e203aa6e15ac5aa687fea0ec802aba0de44e717c7f25ea11513b891357d05aef,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,442,data/feasibility_v0/images/cif/cif_0081.jpg,data/feasibility_v0/annotations/cif/cif_0081.json,33c74938bde5d31df06ed53e2449c235ecdcab5b1a94a635250ecad8109f96e8,1024,1024,JPEG,True
cif_0082,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824131714_0081_SUPR_768_2304.JPG,AB18 - The sloping Part (South)/DJI_20210824131416_0007_SUPR/DJI_20210824131714_0081_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824131416_0007_SUPR/DJI_20210824131714_0081_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,e8c317d5eb09810a4e77399c07cd52318be7d41edd76284fc4b7eb537f969875,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,1140,data/feasibility_v0/images/cif/cif_0082.jpg,data/feasibility_v0/annotations/cif/cif_0082.json,ac448980de43bb525fabbaace280c975f20c10c0bf4abc4018016facc3b13a7b,1024,1024,JPEG,True
cif_0083,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,DJI_20210824160158_0028_SUPR_2304_0.JPG,AB18 - The Sloping Part (Center)/DJI_20210824160058_0013_SUPR/DJI_20210824160158_0028_SUPR.JPG,AB18 - The Sloping Part (Center)/DJI_20210824160058_0013_SUPR/DJI_20210824160158_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Algae|Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,5c0495f130b63b6029d4c7151433cdb9ffc5b268a8bc909ac8be62022dfdd74c,parquet_row,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,663,data/feasibility_v0/images/cif/cif_0083.jpg,data/feasibility_v0/annotations/cif/cif_0083.json,c66200117162ae99f01943e1560992b08c442369d0046ddbdc029528d0b3c831,1024,1024,JPEG,True
cif_0084,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,20230106_114022_1536_1536.jpg,005/dump1/20230106_114022.jpg,005/dump1/20230106_114022.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,2b42a373156060e9a8589724e6157c93cd93a4fe19b1fc54170fccef0a42afcd,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,600,data/feasibility_v0/images/cif/cif_0084.jpg,data/feasibility_v0/annotations/cif/cif_0084.json,00263b5ad3a155281e38efa4fd69cb525f145796a79f2e63ad0936b74ae3f6ec,1024,1024,JPEG,True
cif_0085,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM_2304_2304.JPG,West_approach/PW06/ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM.JPG,West_approach/PW06/ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,7ca64e54348a310a9d002d698a4868dea3ee9814ad81fe4ef7a20233deb619cd,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,508,data/feasibility_v0/images/cif/cif_0085.jpg,data/feasibility_v0/annotations/cif/cif_0085.json,61c6461e925f921fb478150042c288dd6d1ad346ed799365ba349d0407a241e8,1024,1024,JPEG,True
cif_0086,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,20230210_173146_2304_1536.jpg,003/dump2/20230210_173146.jpg,003/dump2/20230210_173146.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,39f678a1a7518d7003b51e283e64f8d0e18a8c011cdc73bdc3d8ed475ab736ed,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,384,data/feasibility_v0/images/cif/cif_0086.jpg,data/feasibility_v0/annotations/cif/cif_0086.json,65fd41cf411b14ffc0d5aa86271704ed85c12dfcd4e12a532abcf58f6d443dd9,1024,1024,JPEG,True
cif_0087,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,DJI_20210824105608_0085_SUPR_768_1536.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824105311_0013_SUPR/DJI_20210824105608_0085_SUPR.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824105311_0013_SUPR/DJI_20210824105608_0085_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,87a4e1f0d094047734c495baa761850b0b7270c140cb020e6653fd43195e16be,parquet_row,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,745,data/feasibility_v0/images/cif/cif_0087.jpg,data/feasibility_v0/annotations/cif/cif_0087.json,cc8a9688d4244b64a035c4f80497208d9252706796b3a26862cfc38a1af7524d,1024,1024,JPEG,True
cif_0088,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,E15W_120608_0912_3072_3072.jpg,E15W_120608_0912.jpg,E15W_120608_0912.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,efb20cd74a8a636a6523f3a79a973fdee0e959f6883c865f813176d69bd07091,parquet_row,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,718,data/feasibility_v0/images/cif/cif_0088.jpg,data/feasibility_v0/annotations/cif/cif_0088.json,cdcc0a2396131c64276141985de0c6a54fae18a7c3ed5ba66c63a014de9d0cdf,1024,1024,JPEG,True
cif_0089,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824154353_0036_SUPR_0_3072.JPG,AB18 - The sloping Part (South)/DJI_20210824154235_0010_SUPR/DJI_20210824154353_0036_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824154235_0010_SUPR/DJI_20210824154353_0036_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,466bba21bb752cd8fdf5d67ac499c6cfe87949ab2273effa3123289638c0601e,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,125,data/feasibility_v0/images/cif/cif_0089.jpg,data/feasibility_v0/annotations/cif/cif_0089.json,8e3b02e2a9aea24077cbaf517840d91189975dcee26d6761a79e8ecf1d40d291,1024,1024,JPEG,True
cif_0090,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_0092_2304_768.jpg,002/dump1/IMG_0092.jpg,002/dump1/IMG_0092.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,cc0e8969605b05994681890fa52c046b7cabcd74e1a27e3b0b8182b755ea153e,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,942,data/feasibility_v0/images/cif/cif_0090.jpg,data/feasibility_v0/annotations/cif/cif_0090.json,5cc8c9cc5430c2e63fb0ffe4cb794a18526f0e1d45fe146ab7b47ea3b6417023,1024,1024,JPEG,True
cif_0091,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM_4608_3072.JPG,West_approach/PW07/ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM.JPG,West_approach/PW07/ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,ff6940efb867ec2a0cc5d63e81833dcc388776460cb4020a28b2f9419e2a8e22,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,941,data/feasibility_v0/images/cif/cif_0091.jpg,data/feasibility_v0/annotations/cif/cif_0091.json,13ddddabdec4f72ac65ba7df5e7398eae82b0b3e024a122d5a5d4cff0f73f2a5,1024,1024,JPEG,True
cif_0092,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210616133352_0014_SUPR_4608_768.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133352_0014_SUPR.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133352_0014_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,48e5f8a45e47096eadc2864e64eccf983e70bc4dc190f8ed36b6d3d8871525e0,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,246,data/feasibility_v0/images/cif/cif_0092.jpg,data/feasibility_v0/annotations/cif/cif_0092.json,b0079ba11ef4497cef467846eea36b00032aef189260f2ee38c9fa1fd4ca243b,1024,1024,JPEG,True
cif_0093,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210604103155_0028_SUPR_4608_2304.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103155_0028_SUPR.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103155_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,1ded02772312f6f649a9241807835e25ad05966e7ca861a0183c9b8326b6bde6,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,1053,data/feasibility_v0/images/cif/cif_0093.jpg,data/feasibility_v0/annotations/cif/cif_0093.json,301238e8aede5cf3fa1a9b00cb66ee0ad2c83a84a18fc23a1146df8a100fad26,1024,1024,JPEG,True
cif_0094,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM_768_3072.JPG,West_approach/PW08/ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM.JPG,West_approach/PW08/ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,3ac6cc4f34aaeaa939c1088fc3e553eb1bdb72ac1ee3d64e788fea124f8cad91,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,1140,data/feasibility_v0/images/cif/cif_0094.jpg,data/feasibility_v0/annotations/cif/cif_0094.json,0c18d8594fd4e0f0dcf5d22377cd191ff930da5b80eeabf483f5b9ffe8527073,1024,1024,JPEG,True
cif_0095,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,DJI_20230419105843_0003_SUPR_2304_1536.JPG,Pillar EAST/W/DJI_20230419105836_0024_SUPR/DJI_20230419105843_0003_SUPR.JPG,Pillar EAST/W/DJI_20230419105836_0024_SUPR/DJI_20230419105843_0003_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,3dccc246ddedc199bc076a9c1f5b704626520da00d9f386a305cbe484fd8c306,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,1020,data/feasibility_v0/images/cif/cif_0095.jpg,data/feasibility_v0/annotations/cif/cif_0095.json,20ca08fb2e3b513e385c5fa53e0738633e0b092ee8ea8b4f955040dac6e7677b,1024,1024,JPEG,True
cif_0096,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,DJI_20210824102437_0148_SUPR_1536_0.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102437_0148_SUPR.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102437_0148_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,a7a5ab71870ff07dfa433f194dcb7fb0bcf71ce387394324bb845624c5f0b4c9,parquet_row,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,388,data/feasibility_v0/images/cif/cif_0096.jpg,data/feasibility_v0/annotations/cif/cif_0096.json,38a58e67a11c03e84b65a9bc02f2159b65b37887e8cb0c8d761fe45a5eaef954,1024,1024,JPEG,True
cif_0097,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_0198_1536_2304.jpg,002/dump1/IMG_0198.jpg,002/dump1/IMG_0198.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,05ac1eddabbaba3cb5daf6c9eed06ee9eb8abb1dd58dd294e99b65d82e3b72f5,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,744,data/feasibility_v0/images/cif/cif_0097.jpg,data/feasibility_v0/annotations/cif/cif_0097.json,d27d0b86ad70cfc2c39c7a60cbf5faa895dae6bbfa3811238ccbc5e78bd019be,1024,1024,JPEG,True
cif_0098,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_8915_768_3072.jpg,004/dump3/IMG_8915.jpg,004/dump3/IMG_8915.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,41cf2c1fcbcd230677ee3424db4a4028da107243b98a61bfd2ad3c8ff1be8ccd,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,416,data/feasibility_v0/images/cif/cif_0098.jpg,data/feasibility_v0/annotations/cif/cif_0098.json,91f421cb82f1e7b4be04e50b8938f78d9dd23172a106698d22844b7da6d4a857,1024,1024,JPEG,True
cif_0099,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,00012568_20100630_f0200001_20130320180000_0_0.jpg,Concrete/00012568_20100630_f0200001_20130320180000.jpg,Concrete/00012568_20100630_f0200001_20130320180000.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-draft,CDLA-Permissive-2.0,,quota:Crack,0d859f5b3455cc471cbdd37dcad92f166c7d2fd91ec3804828c93941462b98cc,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,426,data/feasibility_v0/images/cif/cif_0099.jpg,data/feasibility_v0/annotations/cif/cif_0099.json,9b2689d6d29e754034173dec760f4d98a3deea895694ba6cf34c29e68b690bb7,1024,1024,JPEG,True
