sample_id,source_dataset,split,group_id,output_image,normalized_annotation,normalized_annotation_sha256,canonical_labels,mapping_version,license_id,target_annotation_count,mapping_strengths,segmentation_annotation_count,rejected_geometry_count,geometry_qc,task,eligibility,geometry
cif_0062,CiF-tiled,train,DJI_202211181054_014_Side of the bridge_ Zoom10/DJI_20221118111840_0011_SUPR/DJI_20221118111916_0017_SUPR.JPG,data/feasibility_v0/images/cif/cif_0062.jpg,data/feasibility_v0/normalized/cif_0062.json,12fdfb38be6f5ce49c6e36cb2834a61fbc6bf665c3771a5df2438fd458be7097,spalling,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,3,direct,3,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0063,CiF-tiled,train,West_approach/PW06/ORE2020A_20200807_182536_PW06_IMGZOOM_DJI_20200807182535_0606_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0063.jpg,data/feasibility_v0/normalized/cif_0063.json,ce109455497fb6d835558b9c32e0b37f8caee131014a41daead8b3066c1e771a,crack|spalling,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0064,CiF-tiled,train,VF-BROPILLE_14_15-50.JPG,data/feasibility_v0/images/cif/cif_0064.jpg,data/feasibility_v0/normalized/cif_0064.json,6053a8e77bad56f768358773de3da65c205b6e65ee99cc1a4b70b191c5ee234c,spalling,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0065,CiF-tiled,train,Concrete/00012299_20060704_f0200001_20130320180000.jpg,data/feasibility_v0/images/cif/cif_0065.jpg,data/feasibility_v0/normalized/cif_0065.json,777bdc05e9ade1f11b9a63710830628e92505569c29e7c7bc56174d64c9c210c,spalling,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0066,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824095915_0005_SUPR/DJI_20210824100232_0090_SUPR.JPG,data/feasibility_v0/images/cif/cif_0066.jpg,data/feasibility_v0/normalized/cif_0066.json,cb6690a3c19a1c1bf92cb0218a31dd715cb07d138fb0dd504b0f9db82e25bb63,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0067,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102422_0141_SUPR.JPG,data/feasibility_v0/images/cif/cif_0067.jpg,data/feasibility_v0/normalized/cif_0067.json,a7fbcfcd9a0fb3889ee00b793be17665aa540af8a8ed6693282ee7f01e99c1c7,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,1,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0068,CiF-tiled,train,E17W_120607_0498.jpg,data/feasibility_v0/images/cif/cif_0068.jpg,data/feasibility_v0/normalized/cif_0068.json,5650648a41f2174bbfbef5a4de52e5c12d70a461a781e6400ef7a5e6dca622be,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,3,direct,3,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0069,CiF-tiled,train,West_approach/PW07/ORE2020A_20200807_214454_PW07_IMGZOOM_DJI_20200807214455_0587_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0069.jpg,data/feasibility_v0/normalized/cif_0069.json,40505c4f5284cdc8f438cc175a2f6973306cca04cb073ed8bbbf8039652b0006,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0070,CiF-tiled,train,West_approach/PW22/ORE2020A_20200819_141522_PW22_IMGZOOM_DJI_20200819141522_0647_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0070.jpg,data/feasibility_v0/normalized/cif_0070.json,8044b7bf883f60f87fd63a945b66dcc9eafd08c48b70765fa4d12f470dfc77bf,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0071,CiF-tiled,train,Ankerblock 18 Wall North (East to west)/DJI_20210901100409_0004_SUPR/DJI_20210901100641_0072_SUPR.JPG,data/feasibility_v0/images/cif/cif_0071.jpg,data/feasibility_v0/normalized/cif_0071.json,72d98cfc71abe055e53a565c58ca01bc2e120c8b314b989fb9f28ce104f9a37b,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0072,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824112851_0033_SUPR.JPG,data/feasibility_v0/images/cif/cif_0072.jpg,data/feasibility_v0/normalized/cif_0072.json,fc01ea767a7aa1aa2966e6bd8fb7d9b67a9b19594285042fd3b4fe577aebe831,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0073,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824115317_0019_SUPR/DJI_20210824115627_0088_SUPR.JPG,data/feasibility_v0/images/cif/cif_0073.jpg,data/feasibility_v0/normalized/cif_0073.json,30c5973b8fe7a87ca6ff2cf8fd05477f55fd40fb6409acea1b6cf2fca3c6ad67,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0074,CiF-tiled,train,West_approach/PW07/ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0074.jpg,data/feasibility_v0/normalized/cif_0074.json,cf6989c16d60bb4a7ba6635a66d752c446efe514833021764018a110a24ae3ed,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0075,CiF-tiled,train,DJI_202211181335_001_Pillar/DJI_20221118135047_0005_SUPR Pillar zoom 10/DJI_20221118135145_0028_SUPR.JPG,data/feasibility_v0/images/cif/cif_0075.jpg,data/feasibility_v0/normalized/cif_0075.json,8ee4dcf1e6f956fbe2e375d0d3432a84b266b54e4a15ef45f8232b96ca3fc24f,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0076,CiF-tiled,train,004/dump4/IMG_9218.jpg,data/feasibility_v0/images/cif/cif_0076.jpg,data/feasibility_v0/normalized/cif_0076.json,fa17ce29ed44abc3ce91fed3454bbeef8e31295ae0620391d642965012ef2a9f,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0077,CiF-tiled,train,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103113_0008_SUPR.JPG,data/feasibility_v0/images/cif/cif_0077.jpg,data/feasibility_v0/normalized/cif_0077.json,673cb4a55b39497d46aeafb9ff6feb10220d79b0f9b968612ed6fc4d2a508b8e,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0078,CiF-tiled,train,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111336_0061_SUPR.JPG,data/feasibility_v0/images/cif/cif_0078.jpg,data/feasibility_v0/normalized/cif_0078.json,087fe444d1828e5c8b04ad91cad3d8e6d39ae56510cbb1139e4c8d3d730034ff,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0079,CiF-tiled,train,Pille 22/S/DJI_20210602151226_0018_SUPR/DJI_20210602151431_0060_SUPR.JPG,data/feasibility_v0/images/cif/cif_0079.jpg,data/feasibility_v0/normalized/cif_0079.json,bb6dd662be473c4a5da5d858b896a408b34c364b608df516af709d41e81ff249,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0080,CiF-tiled,train,SB-AB18-AB_S-175.JPG,data/feasibility_v0/images/cif/cif_0080.jpg,data/feasibility_v0/normalized/cif_0080.json,31f31794091010930d50058d271c843d412990dd7172969e0e9e586137cb546d,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0081,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824114109_0129_SUPR.JPG,data/feasibility_v0/images/cif/cif_0081.jpg,data/feasibility_v0/normalized/cif_0081.json,e9adc71c9e4c6ef035b5063da94c264213b1efa3c0ac55653035f233f702f5c3,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0082,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824131416_0007_SUPR/DJI_20210824131714_0081_SUPR.JPG,data/feasibility_v0/images/cif/cif_0082.jpg,data/feasibility_v0/normalized/cif_0082.json,570d514279f6f994b5bed73f06301642bd8e4fcfc0f054b6da5a5b4efb967f41,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0083,CiF-tiled,train,AB18 - The Sloping Part (Center)/DJI_20210824160058_0013_SUPR/DJI_20210824160158_0028_SUPR.JPG,data/feasibility_v0/images/cif/cif_0083.jpg,data/feasibility_v0/normalized/cif_0083.json,6fcca292152f167bab82c6982c24230ebf6fe4accd742309f976047277c0f47b,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0084,CiF-tiled,train,005/dump1/20230106_114022.jpg,data/feasibility_v0/images/cif/cif_0084.jpg,data/feasibility_v0/normalized/cif_0084.json,a40d94019a1828bd615ad71c3fdca5ded908ec3cf8c4931be7fa4591477f6dfe,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0085,CiF-tiled,train,West_approach/PW06/ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0085.jpg,data/feasibility_v0/normalized/cif_0085.json,15548c263a82cd6a2a961f596aa0afabfaa2584e1e418c1b965e158fafdd0ba8,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0086,CiF-tiled,train,003/dump2/20230210_173146.jpg,data/feasibility_v0/images/cif/cif_0086.jpg,data/feasibility_v0/normalized/cif_0086.json,b2cbc3d486343cb0598a0a6062b109559af7f2d341a5b359f56fcb37bae0672f,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0087,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824105311_0013_SUPR/DJI_20210824105608_0085_SUPR.JPG,data/feasibility_v0/images/cif/cif_0087.jpg,data/feasibility_v0/normalized/cif_0087.json,ff2ed44c5a36a3ab27683c713384ef08539cc79e6805024ff7288cf7b48be0fe,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0088,CiF-tiled,train,E15W_120608_0912.jpg,data/feasibility_v0/images/cif/cif_0088.jpg,data/feasibility_v0/normalized/cif_0088.json,99de16a8cc971b6f5e4c2c8f4b7e5bed03f090fb5118ba6c8dd975cdbe611c7d,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0089,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824154235_0010_SUPR/DJI_20210824154353_0036_SUPR.JPG,data/feasibility_v0/images/cif/cif_0089.jpg,data/feasibility_v0/normalized/cif_0089.json,c9654bb4970e02a5d3aa6cdb73dd4f60a057d0656623c5f8d91959c455680e91,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,2,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0090,CiF-tiled,train,002/dump1/IMG_0092.jpg,data/feasibility_v0/images/cif/cif_0090.jpg,data/feasibility_v0/normalized/cif_0090.json,873da9a5fd9208040f52549a58f0b1dfa2d3e0e43bf837145af755fbdbdfd546,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,4,direct,4,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0091,CiF-tiled,train,West_approach/PW07/ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0091.jpg,data/feasibility_v0/normalized/cif_0091.json,912adf3d07ca5b857a70d07515ac110b6ae17e8d0b3609ba777b7aa388106fa4,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0092,CiF-tiled,train,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133352_0014_SUPR.JPG,data/feasibility_v0/images/cif/cif_0092.jpg,data/feasibility_v0/normalized/cif_0092.json,f635effbffd8e26a25f1e80f75a5f2962ae51266581fe68e3cc125bfab298426,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0093,CiF-tiled,train,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103155_0028_SUPR.JPG,data/feasibility_v0/images/cif/cif_0093.jpg,data/feasibility_v0/normalized/cif_0093.json,5eec3e8627422b2287f0c3be55121d26624b15585f524cf3bf403c246e9c7c21,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0094,CiF-tiled,train,West_approach/PW08/ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0094.jpg,data/feasibility_v0/normalized/cif_0094.json,096ea3cc5579efef7c70aa0940868558903ed3ff1e9b4633c638febbcec411c9,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0095,CiF-tiled,train,Pillar EAST/W/DJI_20230419105836_0024_SUPR/DJI_20230419105843_0003_SUPR.JPG,data/feasibility_v0/images/cif/cif_0095.jpg,data/feasibility_v0/normalized/cif_0095.json,f3375b9b835e772550a53606e0c016b1777f68e3993bc3ccb12db8b83e0c3d76,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0096,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102437_0148_SUPR.JPG,data/feasibility_v0/images/cif/cif_0096.jpg,data/feasibility_v0/normalized/cif_0096.json,ad6c62ebf60cb6944ee5d61db378cf8fe6de4b9cea460737d69be3b9d6a7beaa,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0097,CiF-tiled,train,002/dump1/IMG_0198.jpg,data/feasibility_v0/images/cif/cif_0097.jpg,data/feasibility_v0/normalized/cif_0097.json,a4b9b3d986870df285b3d422d79007fa68cd990650f72ef5133a9b26c487b36b,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0098,CiF-tiled,train,004/dump3/IMG_8915.jpg,data/feasibility_v0/images/cif/cif_0098.jpg,data/feasibility_v0/normalized/cif_0098.json,6f79858e0602d880bd4c558ae33383150f51d9154a734a322589e0a50de9cc1e,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0099,CiF-tiled,train,Concrete/00012568_20100630_f0200001_20130320180000.jpg,data/feasibility_v0/images/cif/cif_0099.jpg,data/feasibility_v0/normalized/cif_0099.json,fb255032e657520e7364925b8ba8d346cf34452d08a83d0c00ad03ccbcf4f923,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0100,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824095915_0005_SUPR/DJI_20210824100326_0115_SUPR.JPG,data/feasibility_v0/images/cif/cif_0100.jpg,data/feasibility_v0/normalized/cif_0100.json,a117f6c6ca9511bb95d01a553f05d324a1408fe5085df5e82ee9e95b703d4460,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0101,CiF-tiled,train,Pille 26/N/DJI_20210601101321_0007_SUPR/DJI_20210601101345_0011_SUPR.JPG,data/feasibility_v0/images/cif/cif_0101.jpg,data/feasibility_v0/normalized/cif_0101.json,f3e14a1d80a8a4b260d115a31d98ed899c78aa62f2e57c5a3668a68709b8815e,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0102,CiF-tiled,train,E20W_120607_0079.jpg,data/feasibility_v0/images/cif/cif_0102.jpg,data/feasibility_v0/normalized/cif_0102.json,b5debbab7f0b8b0379dee508fa2fefebcb203368c805b20d1816cd1e45acac7b,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,5,direct,5,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0103,CiF-tiled,train,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111201_0015_SUPR.JPG,data/feasibility_v0/images/cif/cif_0103.jpg,data/feasibility_v0/normalized/cif_0103.json,bccaa0979eb35bf2b9d5424535d89aab3b8915a239765354e2c7b37883ece2fd,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0104,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824113903_0071_SUPR.JPG,data/feasibility_v0/images/cif/cif_0104.jpg,data/feasibility_v0/normalized/cif_0104.json,ed39ae5ea542fdb61e305d4d7c2e3cf792a601e964528d49da8bd8546b22356e,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0105,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824113207_0122_SUPR.JPG,data/feasibility_v0/images/cif/cif_0105.jpg,data/feasibility_v0/normalized/cif_0105.json,f2e93d0430db86b8ceff3ec5aaaf79e89acdd207a1f65d7e287d5de5a80e383c,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0106,CiF-tiled,train,E17W_120607_0492.jpg,data/feasibility_v0/images/cif/cif_0106.jpg,data/feasibility_v0/normalized/cif_0106.json,cef68035dd941f521bc236b4796f30aaac529c129d942ca75a80258f49116e68,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0107,CiF-tiled,train,Concrete/00012310_20060516_f0700001_20130320180000.jpg,data/feasibility_v0/images/cif/cif_0107.jpg,data/feasibility_v0/normalized/cif_0107.json,9da3d9ace4a50d6f2589ea06d9024dfd75158697ddd64b69d1eb410f3e9c7868,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0108,CiF-tiled,train,AB18 - The Sloping Part (Center)/DJI_20210824161652_0014_SUPR/DJI_20210824161813_0037_SUPR.JPG,data/feasibility_v0/images/cif/cif_0108.jpg,data/feasibility_v0/normalized/cif_0108.json,192369d170f64e8ffedb782366847f67af668920a30261d3a38118710317d3e0,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0109,CiF-tiled,train,004/dump3/IMG_9010.jpg,data/feasibility_v0/images/cif/cif_0109.jpg,data/feasibility_v0/normalized/cif_0109.json,80902634f104f0c06e143e6008b9baaf4e9f64263c50e3b7f3cd0a34414e10e1,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0110,CiF-tiled,train,AB18 - The sloping Part (South)/DJI_20210824131416_0007_SUPR/DJI_20210824131824_0113_SUPR.JPG,data/feasibility_v0/images/cif/cif_0110.jpg,data/feasibility_v0/normalized/cif_0110.json,9eafc37d1c3ad595531b68bcecd2ae82ce35eab639491e21fcb2a39a4e842e8c,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0111,CiF-tiled,train,AB18 - The sloping Part (North)/DJI_20211122110830_0005_SUPR/DJI_20211122110930_0029_SUPR.JPG,data/feasibility_v0/images/cif/cif_0111.jpg,data/feasibility_v0/normalized/cif_0111.json,405ce61e1cfb81ecd19f1217fe32c954f1de7e3f49dc2828b1c0227763e0f87d,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0112,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824095915_0005_SUPR/DJI_20210824100401_0131_SUPR.JPG,data/feasibility_v0/images/cif/cif_0112.jpg,data/feasibility_v0/normalized/cif_0112.json,4d156585647a5b5ca7e4b50dd27959e800cd6a997d9342a40fb1b517c7b7f7ed,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,3,direct,3,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0113,CiF-tiled,train,Pille 23/S/DJI_20210602142304_0007_SUPR/DJI_20210602142328_0011_SUPR.JPG,data/feasibility_v0/images/cif/cif_0113.jpg,data/feasibility_v0/normalized/cif_0113.json,9df0b7ab34051833cc7587487d6a41902c347e2e553e27dbeb676c7451012970,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0114,CiF-tiled,train,002/dump1/IMG_0363.jpg,data/feasibility_v0/images/cif/cif_0114.jpg,data/feasibility_v0/normalized/cif_0114.json,27b908c96f3c18d703b8a9c8044019761b14ead18e3ba59df59decf7fae057db,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,3,direct,3,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0115,CiF-tiled,train,West_approach/PW06/ORE2020A_20200807_172044_PW06_IMGZOOM_DJI_20200807172044_0398_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0115.jpg,data/feasibility_v0/normalized/cif_0115.json,321e00589009d4354f3c74b58244cbeb83be550708ba30d710654afa9e4000b6,crack|spalling,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,7,direct,7,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0116,CiF-tiled,train,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111248_0038_SUPR.JPG,data/feasibility_v0/images/cif/cif_0116.jpg,data/feasibility_v0/normalized/cif_0116.json,dfee41368d452ef5602326fe19278d446a6b4e9b4dc140d9b44ed37371c6996d,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0117,CiF-tiled,train,AB18 - The sloping Part (North)/DJI_20211122114043_0013_SUPR/DJI_20211122114211_0042_SUPR.JPG,data/feasibility_v0/images/cif/cif_0117.jpg,data/feasibility_v0/normalized/cif_0117.json,3411692183c33175549f45adbe27b78938207035deecea0f7fad738b1e303764,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0118,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824095915_0005_SUPR/DJI_20210824100317_0111_SUPR.JPG,data/feasibility_v0/images/cif/cif_0118.jpg,data/feasibility_v0/normalized/cif_0118.json,48ddf9aeaabbada4078e645e9c47961b9efb8ef8f4c6671e6b8da4f60495361f,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0119,CiF-tiled,train,West_approach/PW06/ORE2020A_20200807_181952_PW06_IMGZOOM_DJI_20200807181952_0454_ZOOM.JPG,data/feasibility_v0/images/cif/cif_0119.jpg,data/feasibility_v0/normalized/cif_0119.json,f6847b218581844ecdb3eadd9edefa2c333acae3aa22a81130fd4317fd19c445,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
cif_0120,CiF-tiled,train,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102036_0037_SUPR.JPG,data/feasibility_v0/images/cif/cif_0120.jpg,data/feasibility_v0/normalized/cif_0120.json,a056d75aa61f0262bbba72c575788c54718ba0b32ddcce181cde309bc9eb8dd4,crack,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0001,S2DS,train,S2DS:125,data/feasibility_v0/images/s2ds/s2ds_0001.png,data/feasibility_v0/normalized/s2ds_0001.json,e561d797825be6cfc11b0082ccc9d741ac88e837ae8a10d1b0a6033832c72e23,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0002,S2DS,train,S2DS:027,data/feasibility_v0/images/s2ds/s2ds_0002.png,data/feasibility_v0/normalized/s2ds_0002.json,b695c927d29bf9537e5af3255af4fe673ba3a9c39af016910f73a7dad8a60231,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0003,S2DS,train,S2DS:235,data/feasibility_v0/images/s2ds/s2ds_0003.png,data/feasibility_v0/normalized/s2ds_0003.json,3301e18bb306c316b4c04b89626889d481937554629f4e8a40d1db1f58423988,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
