sample_id,source_dataset,source_version,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,sha256,output_image,normalized_annotation,normalized_annotation_sha256,target_annotation_count,segmentation_annotation_count,geometry_qc,test_locked,task,eligibility,geometry
cubit_train_cr1_2514,CUBIT-InSeg,official_2026_release,CR1_2514,CR1_2514,cubit:train:cr1_2514,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,890c627c2e6ded892dfe95653c4a2d845182ad68d76ce68601f477bdc1f309d6,data/v1/images/cubit/cubit_train_cr1_2514.jpg,data/v1/annotations/cubit/cubit_train_cr1_2514.json,6a2cdc6e72a5e79e2c0270f341711938233bfeea767336c8345544942745a411,28,28,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2515,CUBIT-InSeg,official_2026_release,CR1_2515,CR1_2515,cubit:train:cr1_2515,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,c005b332682ba1573928690c6c92c1a3ef5537d4b45ebf7529568769c3e6d816,data/v1/images/cubit/cubit_train_cr1_2515.jpg,data/v1/annotations/cubit/cubit_train_cr1_2515.json,9495ea890a1eccb95ce93acb77e5f99987ffbdeb3cfca2f866b0c81ccad82764,26,26,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2516,CUBIT-InSeg,official_2026_release,CR1_2516,CR1_2516,cubit:train:cr1_2516,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d6f7ee530ede399f9a6c2624e2be384e16598000a42837a4226081971b5ea95c,data/v1/images/cubit/cubit_train_cr1_2516.jpg,data/v1/annotations/cubit/cubit_train_cr1_2516.json,f884a9626d202ee5de142166442d02ba047e4791ab47994b69623f745c5cfede,28,28,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2518,CUBIT-InSeg,official_2026_release,CR1_2518,CR1_2518,cubit:train:cr1_2518,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,1aa248d6a5a919c60b1c993f6ef5db4dda024846a925ef4b6d09fd93c16716a9,data/v1/images/cubit/cubit_train_cr1_2518.jpg,data/v1/annotations/cubit/cubit_train_cr1_2518.json,fa51821f121ac921fcb56f4483867582e4c41cbbfbab45523d2c0d58d6295009,29,29,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_252,CUBIT-InSeg,official_2026_release,CR1_252,CR1_252,cubit:train:cr1_252,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,60dc55cd490c7ae9fd5ec723f4a4c4806570e4ab0df9f5aeb5a1ad9742ed59af,data/v1/images/cubit/cubit_train_cr1_252.jpg,data/v1/annotations/cubit/cubit_train_cr1_252.json,de0da07308c9ab7b219f56e0426b1784c91ab868497eb17c2352d7f59dd918c0,9,9,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2520,CUBIT-InSeg,official_2026_release,CR1_2520,CR1_2520,cubit:train:cr1_2520,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,2faff7169d6c8390ea21b4d7239e433c8fee03ee7e708c40c57c7d78235c3259,data/v1/images/cubit/cubit_train_cr1_2520.jpg,data/v1/annotations/cubit/cubit_train_cr1_2520.json,89741a8820e78e3988c4dabf13ba0f4635b65abc68951fe8f62fd5093e007547,23,23,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2521,CUBIT-InSeg,official_2026_release,CR1_2521,CR1_2521,cubit:train:cr1_2521,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,414d26a0b5796819a4c1037b90c58ef98bda57b47459482ec71e9ccc1cd1e667,data/v1/images/cubit/cubit_train_cr1_2521.jpg,data/v1/annotations/cubit/cubit_train_cr1_2521.json,587be061eb98de486e285e039269d3fc622bc4b3209d4b01725d18c1f4640cc7,21,21,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2523,CUBIT-InSeg,official_2026_release,CR1_2523,CR1_2523,cubit:train:cr1_2523,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,dcb9b762c149faa6a424c39468b28fc6342c9eb9721895587c4861570d093380,data/v1/images/cubit/cubit_train_cr1_2523.jpg,data/v1/annotations/cubit/cubit_train_cr1_2523.json,5d470be2dc490f360da30f5029fdbb754e72bb8373d0af66066022e75aa90fec,25,25,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2525,CUBIT-InSeg,official_2026_release,CR1_2525,CR1_2525,cubit:train:cr1_2525,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,fd8495e79fce9f689fe66251071601bb857781dceb9c460d33f7bd9172909187,data/v1/images/cubit/cubit_train_cr1_2525.jpg,data/v1/annotations/cubit/cubit_train_cr1_2525.json,9a1c86a7878ec5541dfa43cef79f1f547478ba760244ce1bef86a8a7392e88d7,19,19,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2526,CUBIT-InSeg,official_2026_release,CR1_2526,CR1_2526,cubit:train:cr1_2526,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,da983e5d3249c417161f37e70ed5aa0a0f2741c6c3049837a605333ac2a772b6,data/v1/images/cubit/cubit_train_cr1_2526.jpg,data/v1/annotations/cubit/cubit_train_cr1_2526.json,7c8d9ae4586fc11e318aaed387387b165d051e946bb9bef526e2081131fd6666,20,20,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2527,CUBIT-InSeg,official_2026_release,CR1_2527,CR1_2527,cubit:train:cr1_2527,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,57e2bac0f7c8333cd060cd60060180ed5b19a24ea8d85cc8ff56630a9fb50492,data/v1/images/cubit/cubit_train_cr1_2527.jpg,data/v1/annotations/cubit/cubit_train_cr1_2527.json,078424cc2af38c279e86e21f332bc5b8bc39a3af2ce6e249ccb35772c40db5c3,20,20,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2528,CUBIT-InSeg,official_2026_release,CR1_2528,CR1_2528,cubit:train:cr1_2528,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,b73a0a26458de1a3445b5f5d886ed5ea266b90c061526e8818e314438042cadd,data/v1/images/cubit/cubit_train_cr1_2528.jpg,data/v1/annotations/cubit/cubit_train_cr1_2528.json,e0fbc3185dae69b879fd6c4e313f22f7fb966baa9f65e0a78cd820a49fa6e801,22,22,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2529,CUBIT-InSeg,official_2026_release,CR1_2529,CR1_2529,cubit:train:cr1_2529,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,144d324c773652d9cdf4baff8a15814684b8c625b21e79b731a28d0eeb7f0430,data/v1/images/cubit/cubit_train_cr1_2529.jpg,data/v1/annotations/cubit/cubit_train_cr1_2529.json,b0647dc83021e7993096570c6ac7e789babcf02c7744b5e82506cbe62b4497e9,24,24,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_253,CUBIT-InSeg,official_2026_release,CR1_253,CR1_253,cubit:train:cr1_253,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,634b31f3c9f85a7fa78e34d306de7e4c086cf549043dbd1248d3607936e78957,data/v1/images/cubit/cubit_train_cr1_253.jpg,data/v1/annotations/cubit/cubit_train_cr1_253.json,b7b972c13e43dcc536c5bc5e3e4cd36805f9653b9bec45de1461eb0448a30f4c,9,9,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2530,CUBIT-InSeg,official_2026_release,CR1_2530,CR1_2530,cubit:train:cr1_2530,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,01130901efd70c7560c24b43d3bc8cff76f926a7dad011d61c6fc0a151405cfb,data/v1/images/cubit/cubit_train_cr1_2530.jpg,data/v1/annotations/cubit/cubit_train_cr1_2530.json,c180c43cd537fbae26683c2c0e49dceedd78d160b68bf78f17e784afda923299,25,25,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2531,CUBIT-InSeg,official_2026_release,CR1_2531,CR1_2531,cubit:train:cr1_2531,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,318a9e0b6f9e4d7a9ff48ebb7331f9c2d43513977101d3722a01c9b926819877,data/v1/images/cubit/cubit_train_cr1_2531.jpg,data/v1/annotations/cubit/cubit_train_cr1_2531.json,012fc07c35cdfd627a01986e5646c6e0ec89fc94ddaa8dc0cd15319d1102769f,15,15,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2533,CUBIT-InSeg,official_2026_release,CR1_2533,CR1_2533,cubit:train:cr1_2533,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,dc999743233e8381690cfa7a2eafe172b31ca918a71b8dbc27db2bcaff1228b5,data/v1/images/cubit/cubit_train_cr1_2533.jpg,data/v1/annotations/cubit/cubit_train_cr1_2533.json,d1af65cc6e5c15a9e9414991b338ef24afcc5ed54f1d204cbe4e51b7e622a3f6,16,16,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2534,CUBIT-InSeg,official_2026_release,CR1_2534,CR1_2534,cubit:train:cr1_2534,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,0412d898ce83df94d413c39896881910d504398ae80466484cfe04bb264f96e7,data/v1/images/cubit/cubit_train_cr1_2534.jpg,data/v1/annotations/cubit/cubit_train_cr1_2534.json,7446ba718402e6bcec405e7b37ed7309640ad7235f22b76166d43a6180ba5d68,14,14,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2535,CUBIT-InSeg,official_2026_release,CR1_2535,CR1_2535,cubit:train:cr1_2535,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,b430e5deeea940a1c29d5a7a7fd76795cf99440d78a9d5a3d067367c8b76335d,data/v1/images/cubit/cubit_train_cr1_2535.jpg,data/v1/annotations/cubit/cubit_train_cr1_2535.json,e94505da3ccb3d8999fa602631477be66f05890d6983d193dec3fe35254df9ce,14,14,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2536,CUBIT-InSeg,official_2026_release,CR1_2536,CR1_2536,cubit:train:cr1_2536,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,b5bb785c56f68d07a633a0286e23cb4acccc090173dde479ab22b50ea6204b10,data/v1/images/cubit/cubit_train_cr1_2536.jpg,data/v1/annotations/cubit/cubit_train_cr1_2536.json,785ae7851d085127d03156b98111e7188a26dc911302178a2ad68433168b0b3f,13,13,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2537,CUBIT-InSeg,official_2026_release,CR1_2537,CR1_2537,cubit:train:cr1_2537,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,4ff0d639931b5df4979106b11d012aed9b6c30650cd7773f44b95d223842a676,data/v1/images/cubit/cubit_train_cr1_2537.jpg,data/v1/annotations/cubit/cubit_train_cr1_2537.json,92b962530cb9f0fd5857a1bd576684670c271c030357c621253ce9764e98847d,23,23,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2539,CUBIT-InSeg,official_2026_release,CR1_2539,CR1_2539,cubit:train:cr1_2539,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,41673e7cf90b947551fcb136e9be5ed1a764a60f32ffd08e97dd1bd9e8ddbee1,data/v1/images/cubit/cubit_train_cr1_2539.jpg,data/v1/annotations/cubit/cubit_train_cr1_2539.json,429837daa96daa960a43fd82d51f7b29fe3e388095364c6aab27b3815577fb53,25,25,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_254,CUBIT-InSeg,official_2026_release,CR1_254,CR1_254,cubit:train:cr1_254,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d998985027d8657dea638d77c616ca7a35b5d0a70873bc50b9374addab442527,data/v1/images/cubit/cubit_train_cr1_254.jpg,data/v1/annotations/cubit/cubit_train_cr1_254.json,b1d06977014da8c7c5902597b45dccfffd44935d1e22db8e6f0fa552c47a132c,9,9,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2542,CUBIT-InSeg,official_2026_release,CR1_2542,CR1_2542,cubit:train:cr1_2542,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,52a30cfe03068c19f2be5ebb23f6ee89aeadfa271475411d6ee07e0ff393cad6,data/v1/images/cubit/cubit_train_cr1_2542.jpg,data/v1/annotations/cubit/cubit_train_cr1_2542.json,cf3caf2f8cf577813f6295d528744c7d1229a56c2f3b42b0870f61c1169173fe,22,22,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2543,CUBIT-InSeg,official_2026_release,CR1_2543,CR1_2543,cubit:train:cr1_2543,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d50e560151abbf60d9b2b2110350d67e67dc290d1016496ce9aee5deae8f734f,data/v1/images/cubit/cubit_train_cr1_2543.jpg,data/v1/annotations/cubit/cubit_train_cr1_2543.json,e1b059839bb507e5c85b7cd40aaadd821138ee935d9abd5b6b456f8e5b1d5eeb,26,26,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2544,CUBIT-InSeg,official_2026_release,CR1_2544,CR1_2544,cubit:train:cr1_2544,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e779f8dcb2d8dd7bef2aad1d4c71197142dcbd66da9a38836cb94cbad71f3e12,data/v1/images/cubit/cubit_train_cr1_2544.jpg,data/v1/annotations/cubit/cubit_train_cr1_2544.json,a7ce199a9e56e69928a954639ae420ac48a28ad91fec82a65d2cafd87ae92783,26,26,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2546,CUBIT-InSeg,official_2026_release,CR1_2546,CR1_2546,cubit:train:cr1_2546,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,3c1b54978e6ad9a0664a471df4e47a3d97c34c099e9b6d2a935acd8ffe5744cc,data/v1/images/cubit/cubit_train_cr1_2546.jpg,data/v1/annotations/cubit/cubit_train_cr1_2546.json,34f887965e7985ffc16077fdeb4b9f55e861ee70b486585e4f6c8c2bdd098bae,26,26,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2547,CUBIT-InSeg,official_2026_release,CR1_2547,CR1_2547,cubit:train:cr1_2547,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,443ecc4cb84ddeceeb206e6cdc9b31d67e57cc7dc8d156fec10546156391fd19,data/v1/images/cubit/cubit_train_cr1_2547.jpg,data/v1/annotations/cubit/cubit_train_cr1_2547.json,8342f26941fef281a37f3b29de4f10a2a1e32f82812dccab4efacd5e2cee126f,26,26,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2548,CUBIT-InSeg,official_2026_release,CR1_2548,CR1_2548,cubit:train:cr1_2548,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,49c68f9f3c5cd701c8f59f183dec8e6c888218adc6ae1b9217652bb17035568d,data/v1/images/cubit/cubit_train_cr1_2548.jpg,data/v1/annotations/cubit/cubit_train_cr1_2548.json,6125870d5c4e670d766177e33043d263a548b2c78257f7a4c70c91b4b1771e75,25,25,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2549,CUBIT-InSeg,official_2026_release,CR1_2549,CR1_2549,cubit:train:cr1_2549,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,4c8878e850a2a60c54b28afd1bc6ab3ed76dcbccb551012a4dd56625c06f2a1e,data/v1/images/cubit/cubit_train_cr1_2549.jpg,data/v1/annotations/cubit/cubit_train_cr1_2549.json,83de5f142f4a3e422091ca217280a5209faf99d0d05402001e6c2c562bd34c73,29,29,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_255,CUBIT-InSeg,official_2026_release,CR1_255,CR1_255,cubit:train:cr1_255,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e57ae6d0b8cddd5c0e6489787d1d0524ee2072985fef202cbedf2f406a69fe54,data/v1/images/cubit/cubit_train_cr1_255.jpg,data/v1/annotations/cubit/cubit_train_cr1_255.json,4d89950d243b2a183f1d8591ae4290a6d18c47735ff7519450225580a3b20159,9,9,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2551,CUBIT-InSeg,official_2026_release,CR1_2551,CR1_2551,cubit:train:cr1_2551,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,397e30a0183624d2a334b034f20d509af8620be0e975fd0df528d3f27d518b8d,data/v1/images/cubit/cubit_train_cr1_2551.jpg,data/v1/annotations/cubit/cubit_train_cr1_2551.json,5e67c99e34acaff9b589e0e2e4f1f4ba71f8db56042105e41ed849a1792f7724,31,31,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2552,CUBIT-InSeg,official_2026_release,CR1_2552,CR1_2552,cubit:train:cr1_2552,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,3aabd4efd5b61a34e7c4bfd7e4fdde19869adfb4ce8ab9765739f34c7dcf9151,data/v1/images/cubit/cubit_train_cr1_2552.jpg,data/v1/annotations/cubit/cubit_train_cr1_2552.json,5746d50ac48810e987a5d0f5456e71593ff8b01520eac479b9db5ab316bcad28,28,28,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2553,CUBIT-InSeg,official_2026_release,CR1_2553,CR1_2553,cubit:train:cr1_2553,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,da98665ff350a64880cedfb2b9b7f0981bf2e5491b1bb6194cd8e81da57be076,data/v1/images/cubit/cubit_train_cr1_2553.jpg,data/v1/annotations/cubit/cubit_train_cr1_2553.json,02e08ff1da915055d6bf3e431d705f0ea287a8400ce987d01036e3e2db565899,28,28,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2554,CUBIT-InSeg,official_2026_release,CR1_2554,CR1_2554,cubit:train:cr1_2554,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e1bae4963ce6e99d57758858a1fc517438d4503566b9ca881f93f9e73de97bfd,data/v1/images/cubit/cubit_train_cr1_2554.jpg,data/v1/annotations/cubit/cubit_train_cr1_2554.json,9fd600ea5327db5c7675a4e801e673b8d8f598b889746d4522373d773447a494,26,26,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2555,CUBIT-InSeg,official_2026_release,CR1_2555,CR1_2555,cubit:train:cr1_2555,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,5b2ebd14c3ccb7f80ee5d0054574d041394492c77ca3e7f1e19035730238a7b9,data/v1/images/cubit/cubit_train_cr1_2555.jpg,data/v1/annotations/cubit/cubit_train_cr1_2555.json,932eb31c96a9ed9db9c0fefa19db0084c2b6b4b740a7d37f9ca0c6c8b91cff82,14,14,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2556,CUBIT-InSeg,official_2026_release,CR1_2556,CR1_2556,cubit:train:cr1_2556,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,33d2ee1731ae926e3a608439d4cb27d778e43a764fc53da1a96462ff472a3f50,data/v1/images/cubit/cubit_train_cr1_2556.jpg,data/v1/annotations/cubit/cubit_train_cr1_2556.json,766f96a2b1edc3e5c4349342707d46c3b18faead2656709ff1aa9a96dbfb368f,15,15,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2558,CUBIT-InSeg,official_2026_release,CR1_2558,CR1_2558,cubit:train:cr1_2558,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,1272f36890381039fbfe64f11bf9cd81f6e6b92a96be7d19b4c612751d8921bb,data/v1/images/cubit/cubit_train_cr1_2558.jpg,data/v1/annotations/cubit/cubit_train_cr1_2558.json,06f5fc105dc8d1d5e323af71c9b1aae6acf16b18813cbf51c3f653056a1aebc5,15,15,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2559,CUBIT-InSeg,official_2026_release,CR1_2559,CR1_2559,cubit:train:cr1_2559,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,5bc966dfa0fb851a43dc2f915d895604bdc76752c5dc27f01adc5a7fc53dbb27,data/v1/images/cubit/cubit_train_cr1_2559.jpg,data/v1/annotations/cubit/cubit_train_cr1_2559.json,c4a2fa7567c1b86f2cd69d1230540966ea2aa2552e2ea9aac27fb9b554712be5,15,15,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2560,CUBIT-InSeg,official_2026_release,CR1_2560,CR1_2560,cubit:train:cr1_2560,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,5e79a7471c6a0c53ef4a7b33982440d4d6c1d4752e604aa7bf3ccda084d3d974,data/v1/images/cubit/cubit_train_cr1_2560.jpg,data/v1/annotations/cubit/cubit_train_cr1_2560.json,6070c3fc4041a19ca95c1ac7dcdace3adeb7f13a15dc45a660bc95f674045624,15,15,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2561,CUBIT-InSeg,official_2026_release,CR1_2561,CR1_2561,cubit:train:cr1_2561,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,62309cb5273cc83c9bdcd162b527fc3cc16c5dbae9bb386f23ddc918cef53777,data/v1/images/cubit/cubit_train_cr1_2561.jpg,data/v1/annotations/cubit/cubit_train_cr1_2561.json,571520b7f7d3be8ee1474ce8695329317907751f39bc45119ee9cc8c3eaf7a7c,18,18,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_cr1_2564,CUBIT-InSeg,official_2026_release,CR1_2564,CR1_2564,cubit:train:cr1_2564,train,uav_rgb,building_facade,instance_polygon,crack,crack,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,58f39574767d2541f2eaed64ecf6d23040f1733913060f0c5a44388cb7110ebb,data/v1/images/cubit/cubit_train_cr1_2564.jpg,data/v1/annotations/cubit/cubit_train_cr1_2564.json,759377a28b7255b58c3dfac9d77f18de309ad6078678c7bf95919652de3aed6f,18,18,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
