sample_id,source_dataset,source_version,source_path,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,selection_reason,sha256,locator_type,image_locator,annotation_locator,parquet_row_index,output_image,output_annotation
cif_0070,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200819_141522_PW22_IMGZOOM_DJI_20200819141522_0647_ZOOM_2304_0.JPG,West_approach/PW22/ORE2020A_20200819_141522_PW22_IMGZOOM_DJI_20200819141522_0647_ZOOM.JPG,West_approach/PW22/ORE2020A_20200819_141522_PW22_IMGZOOM_DJI_20200819141522_0647_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,88,data/feasibility_v0/images/cif/cif_0070.jpg,data/feasibility_v0/annotations/cif/cif_0070.json
cif_0071,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210901100641_0072_SUPR_768_2304.JPG,Ankerblock 18 Wall North (East to west)/DJI_20210901100409_0004_SUPR/DJI_20210901100641_0072_SUPR.JPG,Ankerblock 18 Wall North (East to west)/DJI_20210901100409_0004_SUPR/DJI_20210901100641_0072_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,876,data/feasibility_v0/images/cif/cif_0071.jpg,data/feasibility_v0/annotations/cif/cif_0071.json
cif_0072,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824112851_0033_SUPR_2304_3072.JPG,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824112851_0033_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824112851_0033_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,48,data/feasibility_v0/images/cif/cif_0072.jpg,data/feasibility_v0/annotations/cif/cif_0072.json
cif_0073,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210824115627_0088_SUPR_0_1536.JPG,AB18 - The sloping Part (South)/DJI_20210824115317_0019_SUPR/DJI_20210824115627_0088_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824115317_0019_SUPR/DJI_20210824115627_0088_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,784,data/feasibility_v0/images/cif/cif_0073.jpg,data/feasibility_v0/annotations/cif/cif_0073.json
cif_0074,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM_3072_3072.JPG,West_approach/PW07/ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM.JPG,West_approach/PW07/ORE2020A_20200807_221254_PW07_IMGZOOM_DJI_20200807221255_0035_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,1060,data/feasibility_v0/images/cif/cif_0074.jpg,data/feasibility_v0/annotations/cif/cif_0074.json
cif_0075,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,DJI_20221118135145_0028_SUPR_2304_3072.JPG,DJI_202211181335_001_Pillar/DJI_20221118135047_0005_SUPR Pillar zoom 10/DJI_20221118135145_0028_SUPR.JPG,DJI_202211181335_001_Pillar/DJI_20221118135047_0005_SUPR Pillar zoom 10/DJI_20221118135145_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00000-of-00084.parquet,1150,data/feasibility_v0/images/cif/cif_0075.jpg,data/feasibility_v0/annotations/cif/cif_0075.json
cif_0076,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_9218_2304_0.jpg,004/dump4/IMG_9218.jpg,004/dump4/IMG_9218.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,490,data/feasibility_v0/images/cif/cif_0076.jpg,data/feasibility_v0/annotations/cif/cif_0076.json
cif_0077,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210604103113_0008_SUPR_1536_2304.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103113_0008_SUPR.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103113_0008_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,1144,data/feasibility_v0/images/cif/cif_0077.jpg,data/feasibility_v0/annotations/cif/cif_0077.json
cif_0078,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,DJI_20211122111336_0061_SUPR_768_768.JPG,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111336_0061_SUPR.JPG,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111336_0061_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,1238,data/feasibility_v0/images/cif/cif_0078.jpg,data/feasibility_v0/annotations/cif/cif_0078.json
cif_0079,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210602151431_0060_SUPR_2304_2304.JPG,Pille 22/S/DJI_20210602151226_0018_SUPR/DJI_20210602151431_0060_SUPR.JPG,Pille 22/S/DJI_20210602151226_0018_SUPR/DJI_20210602151431_0060_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,619,data/feasibility_v0/images/cif/cif_0079.jpg,data/feasibility_v0/annotations/cif/cif_0079.json
cif_0080,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,SB-AB18-AB_S-175_2304_768.JPG,SB-AB18-AB_S-175.JPG,SB-AB18-AB_S-175.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,1058,data/feasibility_v0/images/cif/cif_0080.jpg,data/feasibility_v0/annotations/cif/cif_0080.json
cif_0081,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824114109_0129_SUPR_768_1536.JPG,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824114109_0129_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824114109_0129_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,442,data/feasibility_v0/images/cif/cif_0081.jpg,data/feasibility_v0/annotations/cif/cif_0081.json
cif_0082,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824131714_0081_SUPR_768_2304.JPG,AB18 - The sloping Part (South)/DJI_20210824131416_0007_SUPR/DJI_20210824131714_0081_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824131416_0007_SUPR/DJI_20210824131714_0081_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,1140,data/feasibility_v0/images/cif/cif_0082.jpg,data/feasibility_v0/annotations/cif/cif_0082.json
cif_0083,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,DJI_20210824160158_0028_SUPR_2304_0.JPG,AB18 - The Sloping Part (Center)/DJI_20210824160058_0013_SUPR/DJI_20210824160158_0028_SUPR.JPG,AB18 - The Sloping Part (Center)/DJI_20210824160058_0013_SUPR/DJI_20210824160158_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Algae|Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,663,data/feasibility_v0/images/cif/cif_0083.jpg,data/feasibility_v0/annotations/cif/cif_0083.json
cif_0084,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,20230106_114022_1536_1536.jpg,005/dump1/20230106_114022.jpg,005/dump1/20230106_114022.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,600,data/feasibility_v0/images/cif/cif_0084.jpg,data/feasibility_v0/annotations/cif/cif_0084.json
cif_0085,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM_2304_2304.JPG,West_approach/PW06/ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM.JPG,West_approach/PW06/ORE2020A_20200807_172900_PW06_IMGZOOM_DJI_20200807172859_0556_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,508,data/feasibility_v0/images/cif/cif_0085.jpg,data/feasibility_v0/annotations/cif/cif_0085.json
cif_0086,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,20230210_173146_2304_1536.jpg,003/dump2/20230210_173146.jpg,003/dump2/20230210_173146.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,384,data/feasibility_v0/images/cif/cif_0086.jpg,data/feasibility_v0/annotations/cif/cif_0086.json
cif_0087,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,DJI_20210824105608_0085_SUPR_768_1536.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824105311_0013_SUPR/DJI_20210824105608_0085_SUPR.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824105311_0013_SUPR/DJI_20210824105608_0085_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,745,data/feasibility_v0/images/cif/cif_0087.jpg,data/feasibility_v0/annotations/cif/cif_0087.json
cif_0088,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,E15W_120608_0912_3072_3072.jpg,E15W_120608_0912.jpg,E15W_120608_0912.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,718,data/feasibility_v0/images/cif/cif_0088.jpg,data/feasibility_v0/annotations/cif/cif_0088.json
cif_0089,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824154353_0036_SUPR_0_3072.JPG,AB18 - The sloping Part (South)/DJI_20210824154235_0010_SUPR/DJI_20210824154353_0036_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824154235_0010_SUPR/DJI_20210824154353_0036_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,125,data/feasibility_v0/images/cif/cif_0089.jpg,data/feasibility_v0/annotations/cif/cif_0089.json
cif_0090,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_0092_2304_768.jpg,002/dump1/IMG_0092.jpg,002/dump1/IMG_0092.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,942,data/feasibility_v0/images/cif/cif_0090.jpg,data/feasibility_v0/annotations/cif/cif_0090.json
cif_0091,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM_4608_3072.JPG,West_approach/PW07/ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM.JPG,West_approach/PW07/ORE2020A_20200807_213140_PW07_IMGZOOM_DJI_20200807213140_0237_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,941,data/feasibility_v0/images/cif/cif_0091.jpg,data/feasibility_v0/annotations/cif/cif_0091.json
cif_0092,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210616133352_0014_SUPR_4608_768.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133352_0014_SUPR.JPG,Pille 06/S/DJI_20210616133323_0005_SUPR/DJI_20210616133352_0014_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,246,data/feasibility_v0/images/cif/cif_0092.jpg,data/feasibility_v0/annotations/cif/cif_0092.json
cif_0093,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,DJI_20210604103155_0028_SUPR_4608_2304.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103155_0028_SUPR.JPG,Pille 03/S/DJI_20210604103055_0005_SUPR/DJI_20210604103155_0028_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00045-of-00084.parquet,1053,data/feasibility_v0/images/cif/cif_0093.jpg,data/feasibility_v0/annotations/cif/cif_0093.json
cif_0094,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM_768_3072.JPG,West_approach/PW08/ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM.JPG,West_approach/PW08/ORE2020A_20200807_120926_PW08_IMGZOOM_DJI_20200807120926_0145_ZOOM.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00068-of-00084.parquet,1140,data/feasibility_v0/images/cif/cif_0094.jpg,data/feasibility_v0/annotations/cif/cif_0094.json
cif_0095,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,DJI_20230419105843_0003_SUPR_2304_1536.JPG,Pillar EAST/W/DJI_20230419105836_0024_SUPR/DJI_20230419105843_0003_SUPR.JPG,Pillar EAST/W/DJI_20230419105836_0024_SUPR/DJI_20230419105843_0003_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,1020,data/feasibility_v0/images/cif/cif_0095.jpg,data/feasibility_v0/annotations/cif/cif_0095.json
cif_0096,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,DJI_20210824102437_0148_SUPR_1536_0.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102437_0148_SUPR.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824101915_0008_SUPR/DJI_20210824102437_0148_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00015-of-00084.parquet,388,data/feasibility_v0/images/cif/cif_0096.jpg,data/feasibility_v0/annotations/cif/cif_0096.json
cif_0097,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_0198_1536_2304.jpg,002/dump1/IMG_0198.jpg,002/dump1/IMG_0198.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,744,data/feasibility_v0/images/cif/cif_0097.jpg,data/feasibility_v0/annotations/cif/cif_0097.json
cif_0098,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,IMG_8915_768_3072.jpg,004/dump3/IMG_8915.jpg,004/dump3/IMG_8915.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00075-of-00084.parquet,416,data/feasibility_v0/images/cif/cif_0098.jpg,data/feasibility_v0/annotations/cif/cif_0098.json
cif_0099,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,00012568_20100630_f0200001_20130320180000_0_0.jpg,Concrete/00012568_20100630_f0200001_20130320180000.jpg,Concrete/00012568_20100630_f0200001_20130320180000.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00053-of-00084.parquet,426,data/feasibility_v0/images/cif/cif_0099.jpg,data/feasibility_v0/annotations/cif/cif_0099.json
cif_0100,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20210824100326_0115_SUPR_3072_2304.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824095915_0005_SUPR/DJI_20210824100326_0115_SUPR.JPG,Ankerblock 18 Wall South (East to west)/DJI_20210824095915_0005_SUPR/DJI_20210824100326_0115_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,881,data/feasibility_v0/images/cif/cif_0100.jpg,data/feasibility_v0/annotations/cif/cif_0100.json
cif_0101,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,DJI_20210601101345_0011_SUPR_3072_2304.JPG,Pille 26/N/DJI_20210601101321_0007_SUPR/DJI_20210601101345_0011_SUPR.JPG,Pille 26/N/DJI_20210601101321_0007_SUPR/DJI_20210601101345_0011_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Algae|Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00060-of-00084.parquet,346,data/feasibility_v0/images/cif/cif_0101.jpg,data/feasibility_v0/annotations/cif/cif_0101.json
cif_0102,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,E20W_120607_0079_2304_768.jpg,E20W_120607_0079.jpg,E20W_120607_0079.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,603,data/feasibility_v0/images/cif/cif_0102.jpg,data/feasibility_v0/annotations/cif/cif_0102.json
cif_0103,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,DJI_20211122111201_0015_SUPR_768_3072.JPG,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111201_0015_SUPR.JPG,AB18 - The sloping Part (North)/DJI_20211122111129_0006_SUPR/DJI_20211122111201_0015_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00038-of-00084.parquet,1124,data/feasibility_v0/images/cif/cif_0103.jpg,data/feasibility_v0/annotations/cif/cif_0103.json
cif_0104,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,DJI_20210824113903_0071_SUPR_0_2304.JPG,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824113903_0071_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824113626_0017_SUPR/DJI_20210824113903_0071_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00023-of-00084.parquet,895,data/feasibility_v0/images/cif/cif_0104.jpg,data/feasibility_v0/annotations/cif/cif_0104.json
cif_0105,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,DJI_20210824113207_0122_SUPR_2304_2304.JPG,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824113207_0122_SUPR.JPG,AB18 - The sloping Part (South)/DJI_20210824112738_0016_SUPR/DJI_20210824113207_0122_SUPR.JPG,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00030-of-00084.parquet,198,data/feasibility_v0/images/cif/cif_0105.jpg,data/feasibility_v0/annotations/cif/cif_0105.json
cif_0106,CiF-tiled,tiled-1024-public,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,E17W_120607_0492_768_3072.jpg,E17W_120607_0492.jpg,E17W_120607_0492.jpg,train,UAV,mixed civil infrastructure,instance polygons and boxes,Crack,crack,positive,BDI-TAX-001@0.1.0-beta,CDLA-Permissive-2.0,,quota:Crack,,parquet_row,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,datasets/CiF-tiled/data/train_tiled-00008-of-00084.parquet,650,data/feasibility_v0/images/cif/cif_0106.jpg,data/feasibility_v0/annotations/cif/cif_0106.json
