record_id,split,source_image_id,image_archive,image_member,annotation_archive,annotation_member,sha256,selected_after_exact_dedup,exact_group_size,exact_keeper_record_id,decision_reason,test_locked
cubit_val_cr1_3,val,CR1_3,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3.txt,f7b9b80012501c42ee66ba2dcdf670f2bf5cb2db53878dd2e1d747b95b9575d5,True,1,cubit_val_cr1_3,unique_sha256,False
cubit_val_cr1_300,val,CR1_300,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_300.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_300.txt,086833d9f8c870f0bf19759edc0f393528f2a57fc4948490a5ae17dbc73f3a88,True,1,cubit_val_cr1_300,unique_sha256,False
cubit_val_cr1_3001,val,CR1_3001,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3001.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3001.txt,bd78a84bccf14bf3c9e8efe35030bffb0df18f1fcacf2be460114eda2096a209,True,1,cubit_val_cr1_3001,unique_sha256,False
cubit_val_cr1_3009,val,CR1_3009,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3009.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3009.txt,4e9706dc8ff37ac31c346ba3ca261a6f5127d3e3c62df53b7f8207e62dd09cbc,True,1,cubit_val_cr1_3009,unique_sha256,False
cubit_val_cr1_3014,val,CR1_3014,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3014.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3014.txt,cb15b55515f733e75284a1eb593b3e1c8f6468c9578242dde30407233a7f041e,True,1,cubit_val_cr1_3014,unique_sha256,False
cubit_val_cr1_3023,val,CR1_3023,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3023.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3023.txt,c1126af0205732c3d5e0d4321a5660e2eec70adbfff1b3deb15c190a327e93d7,True,1,cubit_val_cr1_3023,unique_sha256,False
cubit_val_cr1_3045,val,CR1_3045,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3045.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3045.txt,05f440e0178ed19095f186403e88ac42f3fdec130a9768e54da41407727fb8c4,True,1,cubit_val_cr1_3045,unique_sha256,False
cubit_val_cr1_3051,val,CR1_3051,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3051.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3051.txt,6ad7f86b0a034ee923349dd1fac58ab19f4a525b8c660535d1645896251a3e20,True,1,cubit_val_cr1_3051,unique_sha256,False
cubit_val_cr1_3059,val,CR1_3059,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3059.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3059.txt,93967a3ffdd4b8af00578a5ec5e5880453093ee3794a1620ec14f353de7ba7f9,True,1,cubit_val_cr1_3059,unique_sha256,False
cubit_val_cr1_3065,val,CR1_3065,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3065.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3065.txt,a692cda8277bcafa06981f6d0ce6d32b0c880d0f430d22d20f0a47b9cc67e622,True,1,cubit_val_cr1_3065,unique_sha256,False
cubit_val_cr1_3066,val,CR1_3066,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3066.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3066.txt,6b16fccbe60ec4320efb6aecaa3a96f308670188ea32f3242d92ca7dd2993f9e,True,1,cubit_val_cr1_3066,unique_sha256,False
cubit_val_cr1_3076,val,CR1_3076,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3076.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3076.txt,28bfc55386f1eaeee60f219a029744c44b633613274e2fdfc728195e68e435b6,True,1,cubit_val_cr1_3076,unique_sha256,False
cubit_val_cr1_3117,val,CR1_3117,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3117.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3117.txt,111912406764edd078e2d55e1d545331cdf07d1dbe39d36dd68a6652acca7a71,True,1,cubit_val_cr1_3117,unique_sha256,False
cubit_val_cr1_312,val,CR1_312,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_312.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_312.txt,343ab16b9a4f2c5ff63e113b29988e08fd8cfa4907bd21771dfbc03b6414514e,True,1,cubit_val_cr1_312,unique_sha256,False
cubit_val_cr1_313,val,CR1_313,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_313.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_313.txt,9a6db0837ccbfbc34cef1383fedc930be4f5aa3f7c872fac72ef7cb8798da92a,True,1,cubit_val_cr1_313,unique_sha256,False
cubit_val_cr1_3141,val,CR1_3141,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3141.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3141.txt,4fe53b7677095bdfff19cd43b8d70b1e3c9cc60561bf7f6f3842bc9914e64021,True,1,cubit_val_cr1_3141,unique_sha256,False
cubit_val_cr1_3146,val,CR1_3146,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3146.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3146.txt,187117c318c60d59bf224305c03ab1c56c6564a4f9acbc3660f47f4d6e2c8d75,True,1,cubit_val_cr1_3146,unique_sha256,False
cubit_val_cr1_3149,val,CR1_3149,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3149.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3149.txt,2eb78556e808dd0f4c87fdf7ff32f3bcb5bf7d010a574e09bc70d707025d71d6,True,1,cubit_val_cr1_3149,unique_sha256,False
cubit_val_cr1_3154,val,CR1_3154,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_3154.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_3154.txt,fa74fefffe6be9b489c528de96a8443be856a072af0fca5afcf27a5cacab3a61,True,1,cubit_val_cr1_3154,unique_sha256,False
cubit_val_cr1_325,val,CR1_325,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_325.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_325.txt,58b1bec92b1fbd579851d075a9976c31ff87d20fcf8c6e7dd91ff8111a6e3f2b,True,1,cubit_val_cr1_325,unique_sha256,False
cubit_val_cr1_355,val,CR1_355,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_355.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_355.txt,0edae4dd6abfe212a5095d7fa330a7f5162744fe2f79d5b6c13da6aa5c9613a1,True,1,cubit_val_cr1_355,unique_sha256,False
cubit_val_cr1_364,val,CR1_364,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_364.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_364.txt,21a7b9734a18dee101d75b660c4a1163ee1cd0f0fbcadb395ad6428b5ee69039,True,1,cubit_val_cr1_364,unique_sha256,False
cubit_val_cr1_365,val,CR1_365,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_365.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_365.txt,6fa9aef801c4582e70ae689abb476968bc39d6179f2cb8b44721fda09311ec79,True,1,cubit_val_cr1_365,unique_sha256,False
cubit_val_cr1_370,val,CR1_370,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_370.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_370.txt,008a83557ded5c1dfcc0cc55bc73c8ebfedd44e4c1b8a442015938776caa1618,True,1,cubit_val_cr1_370,unique_sha256,False
cubit_val_cr1_371,val,CR1_371,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_371.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_371.txt,6097d2fc869f128dfe8250092c4e9513debcb6f1f19c2f7e6d75902403b7aace,True,1,cubit_val_cr1_371,unique_sha256,False
cubit_val_cr1_379,val,CR1_379,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_379.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_379.txt,c79e09143148f212884435ff48df8fcdd947bb21cd5432654c98d896acfc5eaf,True,1,cubit_val_cr1_379,unique_sha256,False
cubit_val_cr1_391,val,CR1_391,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_391.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_391.txt,e76c4697afcaaaecf6897caafd15d282837adbbf4605958cca04706123adb5ca,True,1,cubit_val_cr1_391,unique_sha256,False
cubit_val_cr1_397,val,CR1_397,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_397.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_397.txt,5dd6974fa9b22b6f98c3d6a79c604e0e2e5283d47dcd197b8ecbadfeb98ccbff,True,1,cubit_val_cr1_397,unique_sha256,False
cubit_val_cr1_403,val,CR1_403,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_403.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_403.txt,85f7b6ffc729eed50eba1c5001bcf1d61c3b08a15fb933ade9b7bdf6f893fb5c,True,1,cubit_val_cr1_403,unique_sha256,False
cubit_val_cr1_411,val,CR1_411,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_411.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_411.txt,8808d3061a6c9d1cca643e917a064972b9e0672d0a9f43eccd95a6fa4f0c0781,True,1,cubit_val_cr1_411,unique_sha256,False
cubit_val_cr1_421,val,CR1_421,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_421.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_421.txt,d8eb006b6f8944ebb25bb0c1dd7d0720c4f0826e313dbd2f97d6c0fa4146097d,True,1,cubit_val_cr1_421,unique_sha256,False
cubit_val_cr1_445,val,CR1_445,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_445.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_445.txt,7012c650c1416963726e259786704a7336bf0c5cbf800d68bee331953f706fe6,True,1,cubit_val_cr1_445,unique_sha256,False
cubit_val_cr1_460,val,CR1_460,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_460.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_460.txt,8abc3868739ab59090079ff42a63c44d4e2b9f20d2ff058617fbf309d8b25990,True,1,cubit_val_cr1_460,unique_sha256,False
cubit_val_cr1_463,val,CR1_463,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_463.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_463.txt,27a76182d8af6a9513cb1068e181ecdd2408123ef4f11bafe76384e67d46e9a0,True,1,cubit_val_cr1_463,unique_sha256,False
cubit_val_cr1_464,val,CR1_464,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_464.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_464.txt,72cddf5ac6ea19bcccd41ae18f19aa2a4d41cb76c1726c783ea483b2dc5a63d8,True,1,cubit_val_cr1_464,unique_sha256,False
cubit_val_cr1_471,val,CR1_471,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_471.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_471.txt,9233df76580d155873d437a47b51dc702846380d39e59a78bd8a5ed09cbd2950,True,1,cubit_val_cr1_471,unique_sha256,False
cubit_val_cr1_488,val,CR1_488,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_488.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_488.txt,ea0c47f48d68801bb35838ff7120dbf1902498625e5a94ea4aaf9e7e5fd921cb,True,1,cubit_val_cr1_488,unique_sha256,False
cubit_val_cr1_49,val,CR1_49,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_49.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_49.txt,e0e66dc0c33051ba78c7061ae4358300694ebd4654674f4a19540746576f43a2,True,1,cubit_val_cr1_49,unique_sha256,False
cubit_val_cr1_498,val,CR1_498,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_498.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_498.txt,80d70800fc270165304780c10cfb906d5b0f76e5ace1220cb76f35204f1d124c,True,1,cubit_val_cr1_498,unique_sha256,False
cubit_val_cr1_509,val,CR1_509,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_509.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_509.txt,3aa84aeff6a24332a38e25e3ed0b2ae70acc9fe3047409bb9262063863c32986,True,1,cubit_val_cr1_509,unique_sha256,False
cubit_val_cr1_519,val,CR1_519,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_519.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_519.txt,7e50cf8501c6ddcd839a843693f8ae8bdaf2103e87ade634c4bc2424cbfc89da,True,1,cubit_val_cr1_519,unique_sha256,False
cubit_val_cr1_527,val,CR1_527,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_527.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_527.txt,a2e0c16d4049ed0e27aaf4c8d65cd41cbbb7597bcce9d6099517440be0900260,True,1,cubit_val_cr1_527,unique_sha256,False
cubit_val_cr1_528,val,CR1_528,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_528.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_528.txt,6f787168b04da9d80535032a03e1317c24c81e9b575651c89976c08cb9f83f05,True,1,cubit_val_cr1_528,unique_sha256,False
cubit_val_cr1_529,val,CR1_529,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_529.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_529.txt,3cebdb71e8587e3fc4a960bd0d450655df177b55c934e601acfddc5fe01a0336,True,1,cubit_val_cr1_529,unique_sha256,False
cubit_val_cr1_54,val,CR1_54,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_54.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_54.txt,f12b5f48451ffaa50378c130d6125ac3caa945113e0fca7c7919d4316832a02f,True,1,cubit_val_cr1_54,unique_sha256,False
cubit_val_cr1_548,val,CR1_548,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_548.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_548.txt,87b67a3ca2953ce209cf52b09cb292484fe68f5625960047d685f119616f0ba1,True,1,cubit_val_cr1_548,unique_sha256,False
cubit_val_cr1_549,val,CR1_549,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_549.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_549.txt,3236538331be7579f60369990497f46b62ae5a40cf6632b993db935609b138cc,True,1,cubit_val_cr1_549,unique_sha256,False
cubit_val_cr1_55,val,CR1_55,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_55.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_55.txt,0a7b56a0138f1359894e2b87ce94216b00685a434568b4a137ce89f26720e73b,True,1,cubit_val_cr1_55,unique_sha256,False
cubit_val_cr1_553,val,CR1_553,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_553.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_553.txt,191889a1e29b9ebebc49c1b70ab0605caab583a4d9e5827c71ac0d49cd5aaa1e,True,1,cubit_val_cr1_553,unique_sha256,False
cubit_val_cr1_56,val,CR1_56,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_56.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_56.txt,b4fd6bd917c7f3e21c48591a461838f7d404d99b26f48b1177dbe72f1c5a2542,True,1,cubit_val_cr1_56,unique_sha256,False
cubit_val_cr1_565,val,CR1_565,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_565.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_565.txt,25addad96023b8e66e8660e6d2d383571849032299a7d49d100fa30d48a2596f,True,1,cubit_val_cr1_565,unique_sha256,False
cubit_val_cr1_588,val,CR1_588,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_588.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_588.txt,baff0b0f6a03c934c51a2a812911fd9d494ca571f9a724ca46013bb3ca97df4d,True,1,cubit_val_cr1_588,unique_sha256,False
cubit_val_cr1_596,val,CR1_596,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_596.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_596.txt,22f62a8232e3381131d8fa039cd1f0e6400499570130dadd063a874f1c3a1d59,True,1,cubit_val_cr1_596,unique_sha256,False
cubit_val_cr1_598,val,CR1_598,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_598.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_598.txt,feca423b31758e9eed945b979dc686bdbafac17aae99dd95400c052ef7a85b1e,True,1,cubit_val_cr1_598,unique_sha256,False
cubit_val_cr1_60,val,CR1_60,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_60.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_60.txt,b58ece99c0bb0dbdb1602b422e43312a2c4704c1f765c9f78fb52ddba03d3b02,True,1,cubit_val_cr1_60,unique_sha256,False
cubit_val_cr1_604,val,CR1_604,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_604.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_604.txt,62f599edbe1a79205ff5688759489e556e48c836e66bf2b0631dc20ce4c45f83,True,1,cubit_val_cr1_604,unique_sha256,False
cubit_val_cr1_64,val,CR1_64,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_64.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_64.txt,f9b9a7e87f77c57705974a89012ded397631fd71c972ae087cd1c415fa3eb735,True,1,cubit_val_cr1_64,unique_sha256,False
cubit_val_cr1_643,val,CR1_643,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_643.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_643.txt,27b2a6fb0f037b32759bb56c7bb58319b39ab813d09c603d59019e488c6d58a4,True,1,cubit_val_cr1_643,unique_sha256,False
cubit_val_cr1_655,val,CR1_655,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_655.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_655.txt,02af78d7eac32a2e4f52d4123fcf1b425710ccf4a15769b73ad7b3feac2a8c53,True,1,cubit_val_cr1_655,unique_sha256,False
cubit_val_cr1_656,val,CR1_656,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_656.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_656.txt,86618f414a721082e33b13910d9b690c9284c3aee1b9cbd7f9734354583e6f70,True,1,cubit_val_cr1_656,unique_sha256,False
cubit_val_cr1_659,val,CR1_659,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_659.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_659.txt,43e80a3871b8fd224eae98d9e38b6af1af25958fd8cf7356f0c568c0b8a851d0,True,1,cubit_val_cr1_659,unique_sha256,False
cubit_val_cr1_666,val,CR1_666,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_666.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_666.txt,02cd09e7f0e8f80844a882281c0d6381c4c0674f5f6a3dac027f527939842e60,True,1,cubit_val_cr1_666,unique_sha256,False
cubit_val_cr1_681,val,CR1_681,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_681.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_681.txt,4a99c5d31e1fa7020076cd2605c1e69e2078d20d10988c1b5dbe962a9b3c6758,True,1,cubit_val_cr1_681,unique_sha256,False
cubit_val_cr1_7,val,CR1_7,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_7.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_7.txt,6fb040f7a446521601339e662c3a1d7916d0a495b8975f735d02aa3002af5ce7,True,1,cubit_val_cr1_7,unique_sha256,False
cubit_val_cr1_700,val,CR1_700,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_700.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_700.txt,09b12bcead813f044c52d8be4a7e562526451d0dcfc08a9715eec9b5d652a172,True,1,cubit_val_cr1_700,unique_sha256,False
cubit_val_cr1_72,val,CR1_72,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_72.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_72.txt,82adb291225430afa77916948bca724c7675919a181dbe316115dbdcec49288c,True,1,cubit_val_cr1_72,unique_sha256,False
cubit_val_cr1_720,val,CR1_720,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_720.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_720.txt,83fa81b98a428d0043407bf2607230e14291bf201d7334e9992d064c7a184e73,True,1,cubit_val_cr1_720,unique_sha256,False
cubit_val_cr1_722,val,CR1_722,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_722.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_722.txt,09681050c9b0be3588bc1523b7a8fd719be399a5c08d9e8d219effa3358b2586,True,1,cubit_val_cr1_722,unique_sha256,False
cubit_val_cr1_724,val,CR1_724,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_724.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_724.txt,79ca5372135e3a26c03b480fca4d92345a1d1cfc1a68618df985a1b2c745461e,True,1,cubit_val_cr1_724,unique_sha256,False
cubit_val_cr1_726,val,CR1_726,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_726.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_726.txt,ef5fb066d9408b5ec65c04576f06a55e06ee22303cb2a1a79edc703fb2a1f3e0,True,1,cubit_val_cr1_726,unique_sha256,False
cubit_val_cr1_740,val,CR1_740,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_740.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_740.txt,e3f61d2358a610ec8693e18bdf69e728d977e3689ccb5a67a2758274fdd82fe7,True,1,cubit_val_cr1_740,unique_sha256,False
cubit_val_cr1_747,val,CR1_747,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_747.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_747.txt,bdc2519160b8958ac2e1faaa97649f1632d5947173241e0c5a014dba57903cfc,True,1,cubit_val_cr1_747,unique_sha256,False
cubit_val_cr1_754,val,CR1_754,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_754.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_754.txt,ad0d742183964a7a76af34cf2a768206d187b0aefb1a4dddca94d601b3781eef,True,1,cubit_val_cr1_754,unique_sha256,False
cubit_val_cr1_756,val,CR1_756,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/images.zip,images/CR1_756.JPG,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/val/labels.zip,labels/CR1_756.txt,49a2ef446c922ff0e14c81cf14fa2e2e9158549148d9fe05e5c2e2533390afee,True,1,cubit_val_cr1_756,unique_sha256,False
