review_rank,phash_hamming_distance,grayscale_correlation,grayscale_mae_0_1,grayscale_rmse_0_1,same_dimensions,left_record_id,left_split,left_member,right_record_id,right_split,right_member,decision,review_notes
162,6,0.94048899,0.046611,0.07766818,True,cubit_train_sp0_955,train,images/SP0_955.JPG,cubit_test_sp0_954,test,images/SP0_954.JPG,pending_human_review,
163,6,0.94028711,0.05576579,0.10795017,False,cubit_train_sp1_3,train,images/SP1_3.JPG,cubit_test_sp0_3,test,images/SP0_3.JPG,pending_human_review,
164,6,0.93862522,0.04177605,0.10791503,False,cubit_train_sp0_229,train,images/SP0_229.JPG,cubit_val_sp1_235,val,images/SP1_235.JPG,pending_human_review,
165,6,0.93817425,0.04005678,0.0724704,True,cubit_train_sp0_970,train,images/SP0_970.JPG,cubit_test_sp0_969,test,images/SP0_969.JPG,pending_human_review,
166,6,0.93616396,0.05855809,0.11290057,False,cubit_val_sp1_10,val,images/SP1_10.JPG,cubit_test_sp0_11,test,images/SP0_11.JPG,pending_human_review,
167,6,0.93309468,0.03113822,0.08333279,False,cubit_train_sp1_251,train,images/SP1_251.JPG,cubit_test_sp0_255,test,images/SP0_255.JPG,pending_human_review,
168,6,0.93219006,0.047808,0.10212353,False,cubit_train_sp0_1083,train,images/SP0_1083.JPG,cubit_test_sp1_1070,test,images/SP1_1070.JPG,pending_human_review,
169,6,0.93216968,0.03446045,0.06334787,True,cubit_train_cr1_907,train,images/CR1_907.JPG,cubit_test_cr1_852,test,images/CR1_852.JPG,pending_human_review,
170,6,0.92912567,0.05272504,0.09082533,False,cubit_train_sp0_1179,train,images/SP0_1179.JPG,cubit_val_sp1_1167,val,images/SP1_1167.JPG,pending_human_review,
171,6,0.92372268,0.02397389,0.05119909,True,cubit_val_sp0_1747,val,images/SP0_1747.JPG,cubit_test_sp0_1746,test,images/SP0_1746.JPG,pending_human_review,
172,6,0.92281413,0.04937601,0.11513431,False,cubit_train_sp1_199,train,images/SP1_199.JPG,cubit_test_sp0_193,test,images/SP0_193.JPG,pending_human_review,
173,6,0.92266709,0.02615177,0.08116785,True,cubit_train_cr1_2216,train,images/CR1_2216.JPG,cubit_test_cr1_2217,test,images/CR1_2217.JPG,pending_human_review,
174,6,0.92147171,0.06615493,0.09505616,True,cubit_train_cr1_2808,train,images/CR1_2808.JPG,cubit_val_cr1_2826,val,images/CR1_2826.JPG,pending_human_review,
175,6,0.92133343,0.05521264,0.09525331,False,cubit_train_sp0_1178,train,images/SP0_1178.JPG,cubit_val_sp1_1167,val,images/SP1_1167.JPG,pending_human_review,
176,6,0.91969037,0.04300896,0.11510029,False,cubit_train_sp1_348,train,images/SP1_348.JPG,cubit_test_sp0_341,test,images/SP0_341.JPG,pending_human_review,
177,6,0.91845852,0.07195973,0.12537128,True,cubit_train_sp0_28,train,images/SP0_28.JPG,cubit_test_sp1_27,test,images/SP1_27.JPG,pending_human_review,
178,6,0.9175173,0.04120759,0.07273007,True,cubit_val_sp0_1102,val,images/SP0_1102.JPG,cubit_test_sp1_1092,test,images/SP1_1092.JPG,pending_human_review,
179,6,0.91728282,0.05202326,0.12887399,False,cubit_val_sp1_123,val,images/SP1_123.JPG,cubit_test_sp0_128,test,images/SP0_128.JPG,pending_human_review,
180,6,0.91640478,0.05089853,0.0989088,False,cubit_train_sp1_167,train,images/SP1_167.JPG,cubit_val_sp0_162,val,images/SP0_162.JPG,pending_human_review,
181,6,0.91571462,0.03749856,0.08206218,False,cubit_train_sp0_1464,train,images/SP0_1464.JPG,cubit_test_sp1_1455,test,images/SP1_1455.JPG,pending_human_review,
182,6,0.91546535,0.03450066,0.06779896,True,cubit_train_sp0_1263,train,images/SP0_1263.JPG,cubit_val_sp0_1262,val,images/SP0_1262.JPG,pending_human_review,
183,6,0.91543657,0.07329749,0.12766375,False,cubit_train_sp0_35,train,images/SP0_35.JPG,cubit_test_sp1_23,test,images/SP1_23.JPG,pending_human_review,
184,6,0.91312873,0.05517506,0.13201642,False,cubit_train_sp0_107,train,images/SP0_107.JPG,cubit_test_sp1_111,test,images/SP1_111.JPG,pending_human_review,
185,6,0.91250128,0.04138136,0.07124367,True,cubit_train_sp0_1099,train,images/SP0_1099.JPG,cubit_val_sp1_1089,val,images/SP1_1089.JPG,pending_human_review,
186,6,0.91196042,0.0511173,0.09500869,True,cubit_train_sp0_1107,train,images/SP0_1107.JPG,cubit_val_sp0_1108,val,images/SP0_1108.JPG,pending_human_review,
187,6,0.91174614,0.05132075,0.12513967,False,cubit_train_sp1_1349,train,images/SP1_1349.JPG,cubit_test_sp0_1362,test,images/SP0_1362.JPG,pending_human_review,
188,6,0.91153997,0.0319604,0.06333414,False,cubit_train_sp0_1796,train,images/SP0_1796.JPG,cubit_test_sp1_1789,test,images/SP1_1789.JPG,pending_human_review,
189,6,0.91130918,0.05788646,0.12629052,False,cubit_train_sp1_1355,train,images/SP1_1355.JPG,cubit_val_sp0_1369,val,images/SP0_1369.JPG,pending_human_review,
190,6,0.91012812,0.03181943,0.07889983,False,cubit_train_sp1_507,train,images/SP1_507.JPG,cubit_test_sp0_513,test,images/SP0_513.JPG,pending_human_review,
191,6,0.91001612,0.07044511,0.10069636,True,cubit_train_cr1_2833,train,images/CR1_2833.JPG,cubit_test_cr1_2815,test,images/CR1_2815.JPG,pending_human_review,
192,6,0.90852559,0.05694245,0.12705441,False,cubit_train_sp0_1383,train,images/SP0_1383.JPG,cubit_test_sp1_1361,test,images/SP1_1361.JPG,pending_human_review,
193,6,0.9058525,0.05449985,0.08965813,False,cubit_train_sp1_1131,train,images/SP1_1131.JPG,cubit_test_sp0_1142,test,images/SP0_1142.JPG,pending_human_review,
194,6,0.90369236,0.03723696,0.08718073,False,cubit_train_sp0_220,train,images/SP0_220.JPG,cubit_val_sp1_216,val,images/SP1_216.JPG,pending_human_review,
195,6,0.90363443,0.03188357,0.05799504,True,cubit_train_sp0_1720,train,images/SP0_1720.JPG,cubit_test_sp0_1721,test,images/SP0_1721.JPG,pending_human_review,
196,6,0.90324748,0.03118107,0.06425974,False,cubit_train_sp0_1761,train,images/SP0_1761.JPG,cubit_test_sp1_1754,test,images/SP1_1754.JPG,pending_human_review,
197,6,0.90036315,0.03003025,0.06555535,True,cubit_train_sp0_1775,train,images/SP0_1775.JPG,cubit_val_sp0_1774,val,images/SP0_1774.JPG,pending_human_review,
198,6,0.90026814,0.05283131,0.09963017,False,cubit_train_sp0_1189,train,images/SP0_1189.JPG,cubit_test_sp1_1175,test,images/SP1_1175.JPG,pending_human_review,
199,6,0.89937973,0.06246601,0.08950728,True,cubit_train_cr1_2821,train,images/CR1_2821.JPG,cubit_val_cr1_2804,val,images/CR1_2804.JPG,pending_human_review,
200,6,0.89803773,0.05705015,0.09615222,True,cubit_train_cr1_98,train,images/CR1_98.JPG,cubit_val_sp1_682,val,images/SP1_682.JPG,pending_human_review,
201,6,0.89751256,0.02943833,0.06702638,False,cubit_train_sp1_1752,train,images/SP1_1752.JPG,cubit_test_sp0_1759,test,images/SP0_1759.JPG,pending_human_review,
202,6,0.89715028,0.04917064,0.10609437,False,cubit_train_sp0_166,train,images/SP0_166.JPG,cubit_test_sp1_171,test,images/SP1_171.JPG,pending_human_review,
203,6,0.89555138,0.04758636,0.08293394,True,cubit_train_sp0_1192,train,images/SP0_1192.JPG,cubit_val_sp0_1193,val,images/SP0_1193.JPG,pending_human_review,
204,6,0.89335549,0.05906097,0.11177688,False,cubit_train_sp0_1291,train,images/SP0_1291.JPG,cubit_val_sp1_1279,val,images/SP1_1279.JPG,pending_human_review,
205,6,0.89330506,0.04610667,0.09318405,False,cubit_train_sp0_1452,train,images/SP0_1452.JPG,cubit_test_sp1_1445,test,images/SP1_1445.JPG,pending_human_review,
206,6,0.89303589,0.05471527,0.10922623,True,cubit_val_sp0_162,val,images/SP0_162.JPG,cubit_test_sp0_163,test,images/SP0_163.JPG,pending_human_review,
207,6,0.89102268,0.03573429,0.10139398,False,cubit_train_sp1_253,train,images/SP1_253.JPG,cubit_test_sp0_257,test,images/SP0_257.JPG,pending_human_review,
208,6,0.88932002,0.07049249,0.13281319,False,cubit_train_sp1_1033,train,images/SP1_1033.JPG,cubit_test_sp0_1046,test,images/SP0_1046.JPG,pending_human_review,
209,6,0.88842857,0.07323549,0.15096308,False,cubit_train_sp1_1363,train,images/SP1_1363.JPG,cubit_val_sp0_1385,val,images/SP0_1385.JPG,pending_human_review,
210,6,0.88732779,0.0615895,0.11244583,False,cubit_train_sp0_1351,train,images/SP0_1351.JPG,cubit_val_sp1_1341,val,images/SP1_1341.JPG,pending_human_review,
211,6,0.88518709,0.0698594,0.13122635,False,cubit_train_sp0_1308,train,images/SP0_1308.JPG,cubit_val_sp1_1287,val,images/SP1_1287.JPG,pending_human_review,
212,6,0.8844189,0.03067962,0.06329085,False,cubit_train_sp1_1820,train,images/SP1_1820.JPG,cubit_val_sp0_1829,val,images/SP0_1829.JPG,pending_human_review,
213,6,0.88328815,0.06363262,0.10441663,True,cubit_train_cr1_91,train,images/CR1_91.JPG,cubit_val_sp1_675,val,images/SP1_675.JPG,pending_human_review,
214,6,0.88237214,0.06496893,0.1100614,True,cubit_train_sp0_1503,train,images/SP0_1503.JPG,cubit_val_sp1_1502,val,images/SP1_1502.JPG,pending_human_review,
215,6,0.88120896,0.03470746,0.06558608,False,cubit_train_sp1_1858,train,images/SP1_1858.JPG,cubit_test_sp0_1869,test,images/SP0_1869.JPG,pending_human_review,
216,6,0.87954849,0.0620706,0.11764014,False,cubit_train_sp1_167,train,images/SP1_167.JPG,cubit_test_sp0_163,test,images/SP0_163.JPG,pending_human_review,
217,6,0.87868857,0.07944288,0.12403113,False,cubit_val_sp0_1494,val,images/SP0_1494.JPG,cubit_test_sp1_1485,test,images/SP1_1485.JPG,pending_human_review,
218,6,0.87832093,0.07744548,0.12412091,False,cubit_train_sp0_1500,train,images/SP0_1500.JPG,cubit_val_sp1_1490,val,images/SP1_1490.JPG,pending_human_review,
219,6,0.87798393,0.03357891,0.06551533,False,cubit_train_sp1_1249,train,images/SP1_1249.JPG,cubit_test_sp1_1259,test,images/SP1_1259.JPG,pending_human_review,
220,6,0.87447721,0.04262169,0.07081767,False,cubit_train_sp1_1145,train,images/SP1_1145.JPG,cubit_val_sp1_1155,val,images/SP1_1155.JPG,pending_human_review,
221,6,0.87367898,0.03532882,0.04649051,True,cubit_train_cr1_1090,train,images/CR1_1090.JPG,cubit_test_cr1_1003,test,images/CR1_1003.JPG,pending_human_review,
222,6,0.87311476,0.0445729,0.09717771,False,cubit_train_sp0_1479,train,images/SP0_1479.JPG,cubit_test_sp1_1462,test,images/SP1_1462.JPG,pending_human_review,
223,6,0.87287688,0.07165623,0.13830303,False,cubit_train_sp0_1301,train,images/SP0_1301.JPG,cubit_val_sp1_1287,val,images/SP1_1287.JPG,pending_human_review,
224,6,0.87087375,0.03033352,0.07280889,False,cubit_train_sp0_1785,train,images/SP0_1785.JPG,cubit_val_sp1_1768,val,images/SP1_1768.JPG,pending_human_review,
225,6,0.86994869,0.05726893,0.0854703,False,cubit_train_sp1_1414,train,images/SP1_1414.JPG,cubit_test_sp0_1422,test,images/SP0_1422.JPG,pending_human_review,
226,6,0.8692494,0.04471076,0.09973039,False,cubit_train_sp0_522,train,images/SP0_522.JPG,cubit_test_sp1_514,test,images/SP1_514.JPG,pending_human_review,
227,6,0.86911577,0.05437371,0.11317177,True,cubit_train_cr1_470,train,images/CR1_470.JPG,cubit_val_cr1_529,val,images/CR1_529.JPG,pending_human_review,
228,6,0.86709672,0.03654642,0.06482439,False,cubit_train_sp1_1149,train,images/SP1_1149.JPG,cubit_val_sp1_1159,val,images/SP1_1159.JPG,pending_human_review,
229,6,0.86637235,0.26090926,0.2640205,True,cubit_train_cr1_652,train,images/CR1_652.JPG,cubit_val_cr1_289,val,images/CR1_289.JPG,pending_human_review,
230,6,0.86426473,0.06741991,0.12323034,False,cubit_val_sp1_867,val,images/SP1_867.JPG,cubit_test_sp0_888,test,images/SP0_888.JPG,pending_human_review,
231,6,0.86414093,0.07201072,0.11680123,False,cubit_train_sp1_914,train,images/SP1_914.JPG,cubit_test_sp0_942,test,images/SP0_942.JPG,pending_human_review,
232,6,0.8617416,0.03138141,0.05584396,False,cubit_val_sp0_303,val,images/SP0_303.JPG,cubit_test_sp1_311,test,images/SP1_311.JPG,pending_human_review,
233,6,0.86080974,0.07583679,0.12562907,False,cubit_train_sp1_271,train,images/SP1_271.JPG,cubit_test_sp0_265,test,images/SP0_265.JPG,pending_human_review,
234,6,0.85426801,0.0735677,0.13780069,False,cubit_train_sp0_1499,train,images/SP0_1499.JPG,cubit_val_sp1_1490,val,images/SP1_1490.JPG,pending_human_review,
235,6,0.85275769,0.13437931,0.15916573,False,cubit_train_sp0_1321,train,images/SP0_1321.JPG,cubit_val_sp1_1346,val,images/SP1_1346.JPG,pending_human_review,
236,6,0.85242385,0.05257736,0.0901126,False,cubit_train_sp1_1182,train,images/SP1_1182.JPG,cubit_val_sp0_1203,val,images/SP0_1203.JPG,pending_human_review,
237,6,0.8522377,0.26151866,0.26645687,True,cubit_train_cr1_293,train,images/CR1_293.JPG,cubit_val_cr1_656,val,images/CR1_656.JPG,pending_human_review,
238,6,0.85075033,0.0987118,0.13887371,True,cubit_train_sp0_859,train,images/SP0_859.JPG,cubit_test_sp0_858,test,images/SP0_858.JPG,pending_human_review,
239,6,0.85000694,0.0344638,0.07129668,True,cubit_val_sp0_1829,val,images/SP0_1829.JPG,cubit_test_sp0_1828,test,images/SP0_1828.JPG,pending_human_review,
240,6,0.84961218,0.07548541,0.17131196,True,cubit_train_sp0_119,train,images/SP0_119.JPG,cubit_test_sp0_120,test,images/SP0_120.JPG,pending_human_review,
241,6,0.84879589,0.08259804,0.12693787,False,cubit_train_sp0_582,train,images/SP0_582.JPG,cubit_test_sp1_576,test,images/SP1_576.JPG,pending_human_review,
242,6,0.84839737,0.0997695,0.14202604,False,cubit_train_sp0_857,train,images/SP0_857.JPG,cubit_val_sp1_844,val,images/SP1_844.JPG,pending_human_review,
243,6,0.84772879,0.05261087,0.09650806,False,cubit_train_sp0_1149,train,images/SP0_1149.JPG,cubit_test_sp1_1137,test,images/SP1_1137.JPG,pending_human_review,
244,6,0.84675294,0.05281623,0.10906211,False,cubit_val_sp1_945,val,images/SP1_945.JPG,cubit_test_sp0_975,test,images/SP0_975.JPG,pending_human_review,
245,6,0.84547406,0.07964849,0.16467525,True,cubit_train_sp0_1368,train,images/SP0_1368.JPG,cubit_val_sp0_1369,val,images/SP0_1369.JPG,pending_human_review,
246,6,0.84426028,0.05569972,0.1160084,False,cubit_train_sp0_1117,train,images/SP0_1117.JPG,cubit_test_sp1_1104,test,images/SP1_1104.JPG,pending_human_review,
247,6,0.84295774,0.03894258,0.08422891,False,cubit_train_sp0_1797,train,images/SP0_1797.JPG,cubit_test_sp1_1789,test,images/SP1_1789.JPG,pending_human_review,
248,6,0.84155846,0.0302416,0.06548796,False,cubit_train_sp0_1278,train,images/SP0_1278.JPG,cubit_test_sp1_1256,test,images/SP1_1256.JPG,pending_human_review,
249,6,0.8409338,0.03072749,0.06891634,False,cubit_train_sp0_409,train,images/SP0_409.JPG,cubit_val_sp1_402,val,images/SP1_402.JPG,pending_human_review,
250,6,0.84015787,0.06208041,0.09458053,True,cubit_train_sp0_1423,train,images/SP0_1423.JPG,cubit_test_sp0_1422,test,images/SP0_1422.JPG,pending_human_review,
251,6,0.83931684,0.06096143,0.11468265,True,cubit_train_sp0_676,train,images/SP0_676.JPG,cubit_val_sp0_675,val,images/SP0_675.JPG,pending_human_review,
252,6,0.83407772,0.04663229,0.08538248,False,cubit_train_sp0_1809,train,images/SP0_1809.JPG,cubit_val_sp1_1794,val,images/SP1_1794.JPG,pending_human_review,
253,6,0.83243626,0.05630888,0.11185908,False,cubit_train_sp0_1473,train,images/SP0_1473.JPG,cubit_test_sp1_1462,test,images/SP1_1462.JPG,pending_human_review,
254,6,0.83101827,0.0367075,0.09245075,False,cubit_train_sp0_548,train,images/SP0_548.JPG,cubit_val_sp1_542,val,images/SP1_542.JPG,pending_human_review,
255,6,0.83091676,0.04137489,0.07890458,True,cubit_train_sp0_1840,train,images/SP0_1840.JPG,cubit_test_sp0_1841,test,images/SP0_1841.JPG,pending_human_review,
256,6,0.83009219,0.07674465,0.12677519,False,cubit_train_sp1_690,train,images/SP1_690.JPG,cubit_val_sp0_705,val,images/SP0_705.JPG,pending_human_review,
257,6,0.82976794,0.08172464,0.13561842,True,cubit_train_sp0_1497,train,images/SP0_1497.JPG,cubit_test_sp0_1502,test,images/SP0_1502.JPG,pending_human_review,
258,6,0.8296786,0.05910908,0.11326344,True,cubit_train_sp0_374,train,images/SP0_374.JPG,cubit_test_sp0_373,test,images/SP0_373.JPG,pending_human_review,
259,6,0.82939112,0.05386748,0.09709717,False,cubit_train_sp1_181,train,images/SP1_181.JPG,cubit_test_sp0_186,test,images/SP0_186.JPG,pending_human_review,
260,6,0.82738012,0.04418515,0.0944427,False,cubit_train_sp1_182,train,images/SP1_182.JPG,cubit_test_sp0_186,test,images/SP0_186.JPG,pending_human_review,
261,6,0.82672703,0.08157384,0.12894543,True,cubit_train_sp1_1493,train,images/SP1_1493.JPG,cubit_test_sp1_1498,test,images/SP1_1498.JPG,pending_human_review,
262,6,0.82596332,0.03148289,0.05227878,True,cubit_val_cr1_720,val,images/CR1_720.JPG,cubit_test_cr1_1003,test,images/CR1_1003.JPG,pending_human_review,
263,6,0.82583445,0.07244992,0.12103885,True,cubit_train_sp0_1593,train,images/SP0_1593.JPG,cubit_test_sp0_1594,test,images/SP0_1594.JPG,pending_human_review,
264,6,0.82472366,0.05925437,0.09317426,True,cubit_train_sp0_1433,train,images/SP0_1433.JPG,cubit_val_sp0_1434,val,images/SP0_1434.JPG,pending_human_review,
265,6,0.82443398,0.06912435,0.1224378,False,cubit_train_sp0_1329,train,images/SP0_1329.JPG,cubit_val_sp1_1316,val,images/SP1_1316.JPG,pending_human_review,
266,6,0.82301348,0.06168691,0.10728725,False,cubit_train_sp0_1623,train,images/SP0_1623.JPG,cubit_test_sp1_1615,test,images/SP1_1615.JPG,pending_human_review,
267,6,0.82293004,0.04541758,0.07757106,False,cubit_train_sp1_414,train,images/SP1_414.JPG,cubit_test_sp1_424,test,images/SP1_424.JPG,pending_human_review,
268,6,0.8195166,0.03514357,0.07336146,True,cubit_train_sp0_419,train,images/SP0_419.JPG,cubit_val_sp0_418,val,images/SP0_418.JPG,pending_human_review,
269,6,0.8186087,0.09010225,0.15866607,False,cubit_train_sp0_74,train,images/SP0_74.JPG,cubit_val_sp1_77,val,images/SP1_77.JPG,pending_human_review,
270,6,0.8171922,0.05185092,0.10173742,True,cubit_train_sp0_185,train,images/SP0_185.JPG,cubit_test_sp0_186,test,images/SP0_186.JPG,pending_human_review,
271,6,0.81674242,0.08661391,0.13590944,False,cubit_train_sp1_678,train,images/SP1_678.JPG,cubit_val_sp0_684,val,images/SP0_684.JPG,pending_human_review,
272,6,0.81461805,0.05422147,0.08969787,False,cubit_train_sp0_62,train,images/SP0_62.JPG,cubit_test_sp1_55,test,images/SP1_55.JPG,pending_human_review,
273,6,0.81270021,0.05110534,0.08512402,True,cubit_train_sp0_1165,train,images/SP0_1165.JPG,cubit_val_sp1_1155,val,images/SP1_1155.JPG,pending_human_review,
274,6,0.81247997,0.08303677,0.13555685,True,cubit_train_sp0_683,train,images/SP0_683.JPG,cubit_val_sp0_684,val,images/SP0_684.JPG,pending_human_review,
275,6,0.81208557,0.09048234,0.140771,False,cubit_train_sp0_581,train,images/SP0_581.JPG,cubit_test_sp1_576,test,images/SP1_576.JPG,pending_human_review,
276,6,0.8118028,0.06910472,0.11732426,False,cubit_train_sp1_276,train,images/SP1_276.JPG,cubit_test_sp0_271,test,images/SP0_271.JPG,pending_human_review,
277,6,0.80844527,0.03734466,0.08744562,True,cubit_train_sp0_495,train,images/SP0_495.JPG,cubit_test_sp0_494,test,images/SP0_494.JPG,pending_human_review,
278,6,0.80797505,0.07585282,0.12530346,False,cubit_train_sp1_660,train,images/SP1_660.JPG,cubit_val_sp0_675,val,images/SP0_675.JPG,pending_human_review,
279,6,0.80708933,0.08327182,0.11899817,True,cubit_train_cr1_835,train,images/CR1_835.JPG,cubit_test_cr1_820,test,images/CR1_820.JPG,pending_human_review,
280,6,0.8063494,0.10248449,0.1654411,True,cubit_train_sp0_1486,train,images/SP0_1486.JPG,cubit_val_sp0_1485,val,images/SP0_1485.JPG,pending_human_review,
281,6,0.80366904,0.03469908,0.08448752,False,cubit_train_sp1_1731,train,images/SP1_1731.JPG,cubit_test_sp1_1742,test,images/SP1_1742.JPG,pending_human_review,
282,6,0.80314755,0.04464686,0.09186454,False,cubit_train_sp0_503,train,images/SP0_503.JPG,cubit_test_sp1_486,test,images/SP1_486.JPG,pending_human_review,
283,6,0.80268997,0.04815123,0.0883984,True,cubit_val_sp1_1846,val,images/SP1_1846.JPG,cubit_test_sp0_1853,test,images/SP0_1853.JPG,pending_human_review,
284,6,0.80261064,0.08259516,0.13862815,True,cubit_train_sp0_691,train,images/SP0_691.JPG,cubit_val_sp0_690,val,images/SP0_690.JPG,pending_human_review,
285,6,0.80250126,0.04445801,0.07826146,True,cubit_train_sp0_1206,train,images/SP0_1206.JPG,cubit_val_sp1_1196,val,images/SP1_1196.JPG,pending_human_review,
286,6,0.80125958,0.0761264,0.13784596,True,cubit_train_sp0_292,train,images/SP0_292.JPG,cubit_test_sp1_300,test,images/SP1_300.JPG,pending_human_review,
287,6,0.79866755,0.04152042,0.09817632,False,cubit_train_sp1_552,train,images/SP1_552.JPG,cubit_test_sp1_562,test,images/SP1_562.JPG,pending_human_review,
288,6,0.7983827,0.07648351,0.13366036,False,cubit_train_sp1_940,train,images/SP1_940.JPG,cubit_test_sp0_969,test,images/SP0_969.JPG,pending_human_review,
289,6,0.79779506,0.06444451,0.10983924,False,cubit_train_sp1_298,train,images/SP1_298.JPG,cubit_val_sp1_288,val,images/SP1_288.JPG,pending_human_review,
290,6,0.79766971,0.03733652,0.0775579,True,cubit_train_sp0_461,train,images/SP0_461.JPG,cubit_val_sp0_460,val,images/SP0_460.JPG,pending_human_review,
291,6,0.79724169,0.09686255,0.1434937,False,cubit_train_sp1_591,train,images/SP1_591.JPG,cubit_test_sp1_602,test,images/SP1_602.JPG,pending_human_review,
292,6,0.7967068,0.05647954,0.10112008,True,cubit_train_sp0_1643,train,images/SP0_1643.JPG,cubit_test_sp1_1636,test,images/SP1_1636.JPG,pending_human_review,
293,6,0.79654056,0.03284816,0.07105511,False,cubit_val_sp1_448,val,images/SP1_448.JPG,cubit_test_sp0_462,test,images/SP0_462.JPG,pending_human_review,
294,6,0.79451436,0.03551983,0.10553554,True,cubit_train_cr1_1679,train,images/CR1_1679.JPG,cubit_test_cr1_1684,test,images/CR1_1684.JPG,pending_human_review,
295,6,0.79400468,0.08454829,0.14819013,False,cubit_train_sp1_1555,train,images/SP1_1555.JPG,cubit_val_sp1_1565,val,images/SP1_1565.JPG,pending_human_review,
296,6,0.79306012,0.02894766,0.07156304,False,cubit_train_sp0_445,train,images/SP0_445.JPG,cubit_val_sp1_438,val,images/SP1_438.JPG,pending_human_review,
297,6,0.78927809,0.03491642,0.08510116,False,cubit_val_sp1_1729,val,images/SP1_1729.JPG,cubit_test_sp1_1739,test,images/SP1_1739.JPG,pending_human_review,
298,6,0.78909504,0.0612769,0.12219717,True,cubit_train_sp0_1481,train,images/SP0_1481.JPG,cubit_test_sp1_1468,test,images/SP1_1468.JPG,pending_human_review,
299,6,0.78895646,0.03588867,0.06140926,False,cubit_train_sp1_731,train,images/SP1_731.JPG,cubit_val_sp1_743,val,images/SP1_743.JPG,pending_human_review,
300,6,0.78839892,0.04550494,0.08963712,False,cubit_train_sp1_480,train,images/SP1_480.JPG,cubit_test_sp0_489,test,images/SP0_489.JPG,pending_human_review,
301,6,0.78832918,0.07878227,0.13759345,False,cubit_train_sp0_965,train,images/SP0_965.JPG,cubit_test_sp1_937,test,images/SP1_937.JPG,pending_human_review,
302,6,0.78692657,0.07997425,0.13798973,False,cubit_train_sp1_936,train,images/SP1_936.JPG,cubit_val_sp0_964,val,images/SP0_964.JPG,pending_human_review,
303,6,0.78601158,0.03506529,0.08732039,False,cubit_train_sp1_381,train,images/SP1_381.JPG,cubit_test_sp1_392,test,images/SP1_392.JPG,pending_human_review,
304,6,0.78488451,0.08055563,0.16428879,True,cubit_train_sp0_1067,train,images/SP0_1067.JPG,cubit_val_sp1_1057,val,images/SP1_1057.JPG,pending_human_review,
305,6,0.78422022,0.08344271,0.13811757,False,cubit_val_sp1_1577,val,images/SP1_1577.JPG,cubit_test_sp0_1584,test,images/SP0_1584.JPG,pending_human_review,
306,6,0.7834695,0.08133066,0.13294782,False,cubit_train_sp1_1322,train,images/SP1_1322.JPG,cubit_val_sp0_1343,val,images/SP0_1343.JPG,pending_human_review,
307,6,0.78323126,0.04327944,0.10368135,False,cubit_train_sp1_1219,train,images/SP1_1219.JPG,cubit_test_sp1_1228,test,images/SP1_1228.JPG,pending_human_review,
308,6,0.78144354,0.03257147,0.07516681,True,cubit_train_sp0_451,train,images/SP0_451.JPG,cubit_val_sp0_452,val,images/SP0_452.JPG,pending_human_review,
309,6,0.78063786,0.04167815,0.10365126,False,cubit_train_sp0_553,train,images/SP0_553.JPG,cubit_val_sp1_546,val,images/SP1_546.JPG,pending_human_review,
310,6,0.77928472,0.05022451,0.08624302,True,cubit_train_sp0_430,train,images/SP0_430.JPG,cubit_test_sp1_424,test,images/SP1_424.JPG,pending_human_review,
311,6,0.77737552,0.07750483,0.13738075,False,cubit_train_sp1_623,train,images/SP1_623.JPG,cubit_val_sp0_638,val,images/SP0_638.JPG,pending_human_review,
312,6,0.77437216,0.07005759,0.11401863,False,cubit_train_sp0_1704,train,images/SP0_1704.JPG,cubit_val_sp1_1689,val,images/SP1_1689.JPG,pending_human_review,
313,6,0.77382129,0.0443984,0.09653347,False,cubit_train_sp0_1924,train,images/SP0_1924.JPG,cubit_val_sp1_1905,val,images/SP1_1905.JPG,pending_human_review,
314,6,0.77083772,0.06575114,0.13511279,False,cubit_train_sp1_1277,train,images/SP1_1277.JPG,cubit_test_sp0_1289,test,images/SP0_1289.JPG,pending_human_review,
315,6,0.77064931,0.04548268,0.09460531,False,cubit_train_sp1_1904,train,images/SP1_1904.JPG,cubit_test_sp0_1922,test,images/SP0_1922.JPG,pending_human_review,
316,6,0.76971126,0.10017353,0.15099895,True,cubit_train_sp0_591,train,images/SP0_591.JPG,cubit_val_sp0_592,val,images/SP0_592.JPG,pending_human_review,
317,6,0.76771629,0.10016611,0.15215643,False,cubit_train_sp1_588,train,images/SP1_588.JPG,cubit_test_sp0_603,test,images/SP0_603.JPG,pending_human_review,
318,6,0.76729459,0.06700367,0.11826006,False,cubit_train_sp0_1713,train,images/SP0_1713.JPG,cubit_val_sp1_1697,val,images/SP1_1697.JPG,pending_human_review,
319,6,0.76659942,0.08557177,0.13047351,True,cubit_train_sp1_1024,train,images/SP1_1024.JPG,cubit_val_sp1_1023,val,images/SP1_1023.JPG,pending_human_review,
320,6,0.76555836,0.04029302,0.09666242,False,cubit_train_sp0_476,train,images/SP0_476.JPG,cubit_val_sp1_470,val,images/SP1_470.JPG,pending_human_review,
321,6,0.76419842,0.05465327,0.09089101,True,cubit_train_sp0_1163,train,images/SP0_1163.JPG,cubit_val_sp1_1159,val,images/SP1_1159.JPG,pending_human_review,
322,6,0.76406205,0.10575406,0.15454659,False,cubit_train_sp1_590,train,images/SP1_590.JPG,cubit_val_sp1_600,val,images/SP1_600.JPG,pending_human_review,
