sample_id,source,image_path,annotation_path,image_bytes,annotation_bytes,image_sha256,annotation_sha256,width,height,image_format,image_mode,image_status,annotation_status,readable
cif_0076,CiF-tiled,data/feasibility_v0/images/cif/cif_0076.jpg,data/feasibility_v0/annotations/cif/cif_0076.json,140122,10704,e864db98c4827348d4eeadc6b186d8b34caa268e10fceaffae0da9ac305d5cc3,ed04ffd871822fa55ce350fd1316341f365ce3e141bb982ee450e10288ea2ddd,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0077,CiF-tiled,data/feasibility_v0/images/cif/cif_0077.jpg,data/feasibility_v0/annotations/cif/cif_0077.json,133695,24006,2b7940c39f8de5f855e3641b4434c3862f91162c01d919da11c89c31e3f30c03,24c7ba1bfd26d2876f7162ee4ce4f015294020960245f91343b212470aeeefb1,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0078,CiF-tiled,data/feasibility_v0/images/cif/cif_0078.jpg,data/feasibility_v0/annotations/cif/cif_0078.json,105264,40123,d63d8ea4a334b80e78a29e02b26199884a4eb043e132fa3d5d50094de364d1e9,e277070b8c65b71c2d93805210ea2e96767523ee653861f08c94521aa4715d40,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0079,CiF-tiled,data/feasibility_v0/images/cif/cif_0079.jpg,data/feasibility_v0/annotations/cif/cif_0079.json,267445,29369,1a544480484299498fb1039415373c84c6e9c41103c1c7ad398dcc0b7aac070d,f69cf4b341775ec1d2a83f3e56ce0be829504364ea85887e94d4cffcc11f3d97,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0080,CiF-tiled,data/feasibility_v0/images/cif/cif_0080.jpg,data/feasibility_v0/annotations/cif/cif_0080.json,141210,4529,b2c6faa5057718fbaff615425061f6468d0be144a952704422c4fc2f5305ae31,8c4327685337ab7e34cf269409a98a39c7ee3523958a4abc2441f80ec43f57d0,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0081,CiF-tiled,data/feasibility_v0/images/cif/cif_0081.jpg,data/feasibility_v0/annotations/cif/cif_0081.json,134950,23339,e203aa6e15ac5aa687fea0ec802aba0de44e717c7f25ea11513b891357d05aef,33c74938bde5d31df06ed53e2449c235ecdcab5b1a94a635250ecad8109f96e8,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0082,CiF-tiled,data/feasibility_v0/images/cif/cif_0082.jpg,data/feasibility_v0/annotations/cif/cif_0082.json,123053,70636,e8c317d5eb09810a4e77399c07cd52318be7d41edd76284fc4b7eb537f969875,ac448980de43bb525fabbaace280c975f20c10c0bf4abc4018016facc3b13a7b,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0083,CiF-tiled,data/feasibility_v0/images/cif/cif_0083.jpg,data/feasibility_v0/annotations/cif/cif_0083.json,140081,24856,5c0495f130b63b6029d4c7151433cdb9ffc5b268a8bc909ac8be62022dfdd74c,c66200117162ae99f01943e1560992b08c442369d0046ddbdc029528d0b3c831,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0084,CiF-tiled,data/feasibility_v0/images/cif/cif_0084.jpg,data/feasibility_v0/annotations/cif/cif_0084.json,34993,51336,2b42a373156060e9a8589724e6157c93cd93a4fe19b1fc54170fccef0a42afcd,00263b5ad3a155281e38efa4fd69cb525f145796a79f2e63ad0936b74ae3f6ec,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0085,CiF-tiled,data/feasibility_v0/images/cif/cif_0085.jpg,data/feasibility_v0/annotations/cif/cif_0085.json,121659,17488,7ca64e54348a310a9d002d698a4868dea3ee9814ad81fe4ef7a20233deb619cd,61c6461e925f921fb478150042c288dd6d1ad346ed799365ba349d0407a241e8,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0086,CiF-tiled,data/feasibility_v0/images/cif/cif_0086.jpg,data/feasibility_v0/annotations/cif/cif_0086.json,274275,18359,39f678a1a7518d7003b51e283e64f8d0e18a8c011cdc73bdc3d8ed475ab736ed,65fd41cf411b14ffc0d5aa86271704ed85c12dfcd4e12a532abcf58f6d443dd9,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0087,CiF-tiled,data/feasibility_v0/images/cif/cif_0087.jpg,data/feasibility_v0/annotations/cif/cif_0087.json,188091,12999,87a4e1f0d094047734c495baa761850b0b7270c140cb020e6653fd43195e16be,cc8a9688d4244b64a035c4f80497208d9252706796b3a26862cfc38a1af7524d,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0088,CiF-tiled,data/feasibility_v0/images/cif/cif_0088.jpg,data/feasibility_v0/annotations/cif/cif_0088.json,111720,7778,efb20cd74a8a636a6523f3a79a973fdee0e959f6883c865f813176d69bd07091,cdcc0a2396131c64276141985de0c6a54fae18a7c3ed5ba66c63a014de9d0cdf,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0089,CiF-tiled,data/feasibility_v0/images/cif/cif_0089.jpg,data/feasibility_v0/annotations/cif/cif_0089.json,110833,42472,466bba21bb752cd8fdf5d67ac499c6cfe87949ab2273effa3123289638c0601e,8e3b02e2a9aea24077cbaf517840d91189975dcee26d6761a79e8ecf1d40d291,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0090,CiF-tiled,data/feasibility_v0/images/cif/cif_0090.jpg,data/feasibility_v0/annotations/cif/cif_0090.json,126930,79952,cc0e8969605b05994681890fa52c046b7cabcd74e1a27e3b0b8182b755ea153e,5cc8c9cc5430c2e63fb0ffe4cb794a18526f0e1d45fe146ab7b47ea3b6417023,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0091,CiF-tiled,data/feasibility_v0/images/cif/cif_0091.jpg,data/feasibility_v0/annotations/cif/cif_0091.json,77354,8415,ff6940efb867ec2a0cc5d63e81833dcc388776460cb4020a28b2f9419e2a8e22,13ddddabdec4f72ac65ba7df5e7398eae82b0b3e024a122d5a5d4cff0f73f2a5,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0092,CiF-tiled,data/feasibility_v0/images/cif/cif_0092.jpg,data/feasibility_v0/annotations/cif/cif_0092.json,213408,32721,48e5f8a45e47096eadc2864e64eccf983e70bc4dc190f8ed36b6d3d8871525e0,b0079ba11ef4497cef467846eea36b00032aef189260f2ee38c9fa1fd4ca243b,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0093,CiF-tiled,data/feasibility_v0/images/cif/cif_0093.jpg,data/feasibility_v0/annotations/cif/cif_0093.json,162534,26921,1ded02772312f6f649a9241807835e25ad05966e7ca861a0183c9b8326b6bde6,301238e8aede5cf3fa1a9b00cb66ee0ad2c83a84a18fc23a1146df8a100fad26,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0094,CiF-tiled,data/feasibility_v0/images/cif/cif_0094.jpg,data/feasibility_v0/annotations/cif/cif_0094.json,111337,6543,3ac6cc4f34aaeaa939c1088fc3e553eb1bdb72ac1ee3d64e788fea124f8cad91,0c18d8594fd4e0f0dcf5d22377cd191ff930da5b80eeabf483f5b9ffe8527073,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0095,CiF-tiled,data/feasibility_v0/images/cif/cif_0095.jpg,data/feasibility_v0/annotations/cif/cif_0095.json,152737,147438,3dccc246ddedc199bc076a9c1f5b704626520da00d9f386a305cbe484fd8c306,20ca08fb2e3b513e385c5fa53e0738633e0b092ee8ea8b4f955040dac6e7677b,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0096,CiF-tiled,data/feasibility_v0/images/cif/cif_0096.jpg,data/feasibility_v0/annotations/cif/cif_0096.json,112729,27863,a7a5ab71870ff07dfa433f194dcb7fb0bcf71ce387394324bb845624c5f0b4c9,38a58e67a11c03e84b65a9bc02f2159b65b37887e8cb0c8d761fe45a5eaef954,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0097,CiF-tiled,data/feasibility_v0/images/cif/cif_0097.jpg,data/feasibility_v0/annotations/cif/cif_0097.json,287536,7787,05ac1eddabbaba3cb5daf6c9eed06ee9eb8abb1dd58dd294e99b65d82e3b72f5,d27d0b86ad70cfc2c39c7a60cbf5faa895dae6bbfa3811238ccbc5e78bd019be,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0098,CiF-tiled,data/feasibility_v0/images/cif/cif_0098.jpg,data/feasibility_v0/annotations/cif/cif_0098.json,216819,9589,41cf2c1fcbcd230677ee3424db4a4028da107243b98a61bfd2ad3c8ff1be8ccd,91f421cb82f1e7b4be04e50b8938f78d9dd23172a106698d22844b7da6d4a857,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0099,CiF-tiled,data/feasibility_v0/images/cif/cif_0099.jpg,data/feasibility_v0/annotations/cif/cif_0099.json,155592,22585,0d859f5b3455cc471cbdd37dcad92f166c7d2fd91ec3804828c93941462b98cc,9b2689d6d29e754034173dec760f4d98a3deea895694ba6cf34c29e68b690bb7,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0100,CiF-tiled,data/feasibility_v0/images/cif/cif_0100.jpg,data/feasibility_v0/annotations/cif/cif_0100.json,160348,39457,11f4b9ad835dc8956dfc39324597c67c048b64cbecc1b2f7d8ba5a206e8eceda,ac4214f074de10185c2cc2c01af2a5752d241f849af70625a8b06065913fef17,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0101,CiF-tiled,data/feasibility_v0/images/cif/cif_0101.jpg,data/feasibility_v0/annotations/cif/cif_0101.json,183128,24132,42584fd54c9f1f7326adbf81eb610192cc73c36055a4bde0b80d5401b48d3a3f,1e661d6217b9b68c735e2e170b2f55ee5db114fc4f13361b301092dd583a0248,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0102,CiF-tiled,data/feasibility_v0/images/cif/cif_0102.jpg,data/feasibility_v0/annotations/cif/cif_0102.json,136524,23817,55933a6dd869388078b00c96f4bd660d40d565eda3d8ea92f9534ef22bdc269c,619ed464713347e2e4d27d6aaf6d963df4ed6c5178d3ffb97b82afc38278398f,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0103,CiF-tiled,data/feasibility_v0/images/cif/cif_0103.jpg,data/feasibility_v0/annotations/cif/cif_0103.json,93324,26966,e4b04fb0aaa2aae33bb91af72ef87722bd49b29f4be0ea8b5325906e825aa53f,6c50d495946146a5c520feab27345781072b53d246b15fb35c35dcd6d4084358,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0104,CiF-tiled,data/feasibility_v0/images/cif/cif_0104.jpg,data/feasibility_v0/annotations/cif/cif_0104.json,83668,41558,159f0f161c93af781e0cba9ba9799af0f7250003e7926373ceacdd078e7cf10a,41a067df8a9b03720fa8421e05c99d7871acdda30b40866db0e79bc78e775d1e,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0105,CiF-tiled,data/feasibility_v0/images/cif/cif_0105.jpg,data/feasibility_v0/annotations/cif/cif_0105.json,237362,36313,1886d3e689861585eecc9fd8f6d345f5b78a3cccfa7962cd2d0e837930bbc806,bac8146d97ee4531746a83efbf48fca916b35e1e61654d4ec8c84d60415ba2b7,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0106,CiF-tiled,data/feasibility_v0/images/cif/cif_0106.jpg,data/feasibility_v0/annotations/cif/cif_0106.json,107271,3975,670fc561b33b6a27ca7defb2f995c8985073a16a56f9f472cd95348acac266e8,33e2bb5cb2d10562384db37648f7213dbb0f621d3c267fdf007cb61fec4d2c29,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0107,CiF-tiled,data/feasibility_v0/images/cif/cif_0107.jpg,data/feasibility_v0/annotations/cif/cif_0107.json,81037,9169,b20729f135a7237f3d2abdc167d2d1974fe9b4c101e69448a12134fe99f9d296,3c678b25b4685b65f2e9dbf53cfe855de72aaf30c1f586f552f5f4adec7f50f5,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0108,CiF-tiled,data/feasibility_v0/images/cif/cif_0108.jpg,data/feasibility_v0/annotations/cif/cif_0108.json,126684,12591,973d8457dc3cf9cf73ba19877aee6a253421acd015969985b412e546a101736f,96ee6d64fd22b454e2b9e4a1835aec957e9783c5b37158eefcbd517961712cc5,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0109,CiF-tiled,data/feasibility_v0/images/cif/cif_0109.jpg,data/feasibility_v0/annotations/cif/cif_0109.json,207472,44914,fa90a6a947cd61c6be48e75ea19efe60a10c91195bf23462417baa5c7f20683a,4d98b4fb88868d8348be210703438d0faffa47f9a0121984ac4dc7d5d667dea8,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0110,CiF-tiled,data/feasibility_v0/images/cif/cif_0110.jpg,data/feasibility_v0/annotations/cif/cif_0110.json,138607,20117,f1869b53c1029b757f1c005e9c5c374e3363458855145c6c1315b8c38f86a804,417b68d1504636b2c2e2ff103bc03c086e1a2545a0d504850348e9d4e70aa692,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0111,CiF-tiled,data/feasibility_v0/images/cif/cif_0111.jpg,data/feasibility_v0/annotations/cif/cif_0111.json,169681,24109,3fec4de773ce50ce2dbfcec1444a8de2d15d99c37d5f25b3ee08505b8c526075,8b2a82f0eedf68d3f0eec6966b1fcda6edb95122fb57e7121f825f67df1c1463,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0112,CiF-tiled,data/feasibility_v0/images/cif/cif_0112.jpg,data/feasibility_v0/annotations/cif/cif_0112.json,114076,52661,58222e10f19b1135d10f2d7826fef61f57cf3cb2c884f8481271ac3dc3fe910b,19b3c0377ac358c5dda4d9828e3f7de822bd16a882e7d003cb2bc129d204a3b0,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0113,CiF-tiled,data/feasibility_v0/images/cif/cif_0113.jpg,data/feasibility_v0/annotations/cif/cif_0113.json,150306,81208,d8295b289fcca7d66e4f084b3c2a6d4dbd99f948b0c1a11cc5ea0fd2fa6416bc,70607788e16108e2629dff1c8a45a2d153209d9020e8574b0d2cef4c140ac3c9,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0114,CiF-tiled,data/feasibility_v0/images/cif/cif_0114.jpg,data/feasibility_v0/annotations/cif/cif_0114.json,176862,48819,9b8d38bff2c63ba83c3b894917fae9b4df66b6d15a9f139fbbe8c06c730a044b,43014af6bf615e5ebf7b650e1c3c7ae21bddcf4363b9bb07ee20656c82a9805d,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0115,CiF-tiled,data/feasibility_v0/images/cif/cif_0115.jpg,data/feasibility_v0/annotations/cif/cif_0115.json,123862,34021,656e4982f67328fb5b6158e3986b2733467cb19920220a078c5894b89091f481,749797c0d0ccd9be938523b0dd5d9db0ebb8440aa5c774984b9c9f2f8a150842,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0116,CiF-tiled,data/feasibility_v0/images/cif/cif_0116.jpg,data/feasibility_v0/annotations/cif/cif_0116.json,121362,36579,acc1af01d1b7032b00b60a599076b80d440bbcabb140af5c4dfe76150bd88219,6bd09ace55c26223822f83ec80e73ba7993cad595e1ae7f9741c5f33fe3a772c,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0117,CiF-tiled,data/feasibility_v0/images/cif/cif_0117.jpg,data/feasibility_v0/annotations/cif/cif_0117.json,157979,37454,d7d67a23724ea5f6503d625590f2cea14f44a92a0a1e07d51ded396de1f4f7e2,90e85914fb02d2470ae64341ba8a8bdd897905adbe0eba67a7cef3db9c45ad1c,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0118,CiF-tiled,data/feasibility_v0/images/cif/cif_0118.jpg,data/feasibility_v0/annotations/cif/cif_0118.json,145311,54742,7f9b9edb7cc021e0fe049a98a4128f9701fb7f3ec52cac40d3a8224ee9c605fb,24b06f5ac5d785a0c4407ddaaaa82f370cd38bcaa88d1ccbee76eed8b03a72c6,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0119,CiF-tiled,data/feasibility_v0/images/cif/cif_0119.jpg,data/feasibility_v0/annotations/cif/cif_0119.json,126755,12881,368bef5d1acf51849ca6a272bffee6e44155bcbdadd37bfc0d7f2d7a6093a4d6,0566c7920f2897cf21830d10f1790816e69901745fd2276516c6d0a947ee41ca,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
cif_0120,CiF-tiled,data/feasibility_v0/images/cif/cif_0120.jpg,data/feasibility_v0/annotations/cif/cif_0120.json,198399,86035,9923645b23f9f6202bcbb302a88bc937c1b0b2b522e0e40d16ae3b5b682ba52e,d1167d62ba568fc4a6ddd7eded20d3ff69956006f00417b9a13df4ee0b3b60c5,1024,1024,JPEG,RGB,reused_identical,reused_identical,True
dacl_0001,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0001.jpg,data/feasibility_v0/annotations/dacl/dacl_0001.json,183076,20736,595ecf72ca04b38f99d1466fb6524760bfdcb723db10e4801823a385fd89813e,39fc389e93a9fe4349477109d0fc5a92a73a915e0b23f822670d55d3523426cb,1200,900,JPEG,RGB,reused_identical,reused_identical,True
dacl_0002,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0002.jpg,data/feasibility_v0/annotations/dacl/dacl_0002.json,265052,4291,2325d8b3aa38fe6c742c3dc21a7d70d270474e4c9d62f7743587afb2627c531f,2ec7f9762e9606090e07b0f5877c71b2db06a8adb46c80cf6fd47558e3b8e419,1920,1440,JPEG,RGB,reused_identical,reused_identical,True
dacl_0003,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0003.jpg,data/feasibility_v0/annotations/dacl/dacl_0003.json,946305,8954,6a626991b869f46a20e2ac5e78d311031c2cd960dac99650e4ef7cda7a25e06e,e29ec8bcdd62b76e4b078935bb6c478c82497f92bcafe90e0050db8cace4031f,3200,2400,JPEG,RGB,reused_identical,reused_identical,True
dacl_0004,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0004.jpg,data/feasibility_v0/annotations/dacl/dacl_0004.json,76023,5026,5f923183146780511e88450330371a7dcc444cd56c263fbafcfaf1aa79d8d2b9,f4b1568557723ac1819fe9759406dba1a2b39ebf9601e19a14a1849cb60e5be9,1024,685,JPEG,RGB,reused_identical,reused_identical,True
dacl_0005,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0005.jpg,data/feasibility_v0/annotations/dacl/dacl_0005.json,158553,4940,9b9503b72ccd688c1223f1d814c6e7f00598bcdba1ea7680e64cfc64f912ce7c,9986c1334e8799e0f102f4be6945173f9b0df53244b17c5729f458abd44647bf,1416,945,JPEG,RGB,reused_identical,reused_identical,True
dacl_0006,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0006.jpg,data/feasibility_v0/annotations/dacl/dacl_0006.json,169043,8015,6407703bf3f3199cbe3e391493e8012959d5393f1db51633f0a3cbb2c87dc16d,2e78be850194005a99fbf3c9de57038fd43b1b957fe997e18cb4614d9ba4f8eb,1024,682,JPEG,RGB,reused_identical,reused_identical,True
dacl_0007,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0007.jpg,data/feasibility_v0/annotations/dacl/dacl_0007.json,232936,19230,5c3bd14d1848cbd6a907e3dc9f0dc86ae1c606e1becc9ce2c044d81f6e743409,e190a14a4496efa02023130c4c4e04cea5d8c23b3745b64d291afdd3345e6775,1600,1199,JPEG,RGB,reused_identical,reused_identical,True
dacl_0008,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0008.jpg,data/feasibility_v0/annotations/dacl/dacl_0008.json,99912,8370,c9b007de2c04d20a7e92f6f3d5ca192f79b8d9aa380f5bac76bb21b298aa0240,c3df80f842ad9dc033533820b679386968f39242f5f24c3bfbcb7eaec48ed39b,1024,768,JPEG,RGB,reused_identical,reused_identical,True
dacl_0009,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0009.jpg,data/feasibility_v0/annotations/dacl/dacl_0009.json,31484,3451,8e22ed591f1011c3c91d8029665c13181570a39ad642fa948406077783b3f325,48255618907697a8aa203d31ef66e7a43b333c971d0a2447ec7f403d4d49d67e,800,600,JPEG,RGB,reused_identical,reused_identical,True
dacl_0010,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0010.jpg,data/feasibility_v0/annotations/dacl/dacl_0010.json,87690,3375,9a209f5d216022eb1f260843ff13deae3705493100752329cc0b01d9a20db791,42324984dfbf1d3b5169597893f01626c381698cd613f793b4f1e42ad871980e,1024,768,JPEG,RGB,reused_identical,reused_identical,True
dacl_0011,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0011.jpg,data/feasibility_v0/annotations/dacl/dacl_0011.json,2018704,6865,6f364bfd730785dcc832205be81f38f6bff90ce8dadcb7ab5dee41ea387261f2,d2f43c1fd003c069863f7aefa161bc45c675c978eee0bc078341e4b41457be8d,4000,3000,JPEG,RGB,reused_identical,reused_identical,True
dacl_0012,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0012.jpg,data/feasibility_v0/annotations/dacl/dacl_0012.json,137353,10660,dc4d2a4947da2479f26981fc6088e42d83fd4e4f068aee0d3534eaf54a7b875c,b18d481b543dcabe6d0ce75b3dcf01408b932982b3adc0f7a9e336c75cd55900,720,1280,JPEG,RGB,reused_identical,reused_identical,True
dacl_0013,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0013.jpg,data/feasibility_v0/annotations/dacl/dacl_0013.json,950565,2717,0d5c8eb9c57db2b28afac75f437fdc568046f3101f518ec6622d374a313abd3d,1f7ef2bfe04a04697d9575f310f7415951627cbfbd5329fe9354a56cc0badd0b,3648,2736,JPEG,RGB,reused_identical,reused_identical,True
dacl_0014,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0014.jpg,data/feasibility_v0/annotations/dacl/dacl_0014.json,222451,6412,5d5724b8d3dfc86445e15d723bf26247e86d38de93b42948a4ad8bc63179cf88,b3a61673f4df8eade83134742aa9b05d065ee94e5842d7fcccb1ae07171610e1,1224,1632,JPEG,RGB,reused_identical,reused_identical,True
dacl_0015,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0015.jpg,data/feasibility_v0/annotations/dacl/dacl_0015.json,1570829,30664,e004371920ef027383aeb00e7e64433b3bef214808cdba9bcd212d5776bea9d6,f086a37b409bd26886f068b4a9847c44013acd11c9e6de9281fba12c9ba61e8a,4000,3000,JPEG,RGB,reused_identical,reused_identical,True
dacl_0016,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0016.jpg,data/feasibility_v0/annotations/dacl/dacl_0016.json,111185,10432,431b8e00fa75ed25ce638d82c8042114a1e31ab3c57d1f60ebda242e6eb542cb,96036639ac04586802c14ab27c5be245486cb64320a5dbf7f2e80be36b43cd8c,1024,768,JPEG,RGB,reused_identical,reused_identical,True
dacl_0017,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0017.jpg,data/feasibility_v0/annotations/dacl/dacl_0017.json,463338,10994,f3cb915b23f63ef608a37258de950f8cd0468dbb87bffdfaf491dc4c9d178ec1,0f79e09129b73a413b77e540ca599bd057b558b503d48fb4309e8f89b27d3e9b,1843,1382,JPEG,RGB,reused_identical,reused_identical,True
dacl_0018,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0018.jpg,data/feasibility_v0/annotations/dacl/dacl_0018.json,1153202,6029,56e741452f7d0b78505c393f0936fb36db660b83f8137d9fdbd7ff2c73f6140f,27f74bb6053a01ac8cbac5b2cea5f3f8bf049a19967849723174ea06700dacd3,3264,2448,JPEG,RGB,reused_identical,reused_identical,True
dacl_0019,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0019.jpg,data/feasibility_v0/annotations/dacl/dacl_0019.json,608294,23050,4479875c7be29c0479edd8c5f78a24b0932d27fe5a9c7f9ebbb4092582823566,5555189cb9729cd25635f12ca293818ac932b54f283507a313bbf5bf0146446d,2560,1920,JPEG,RGB,reused_identical,reused_identical,True
dacl_0020,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0020.jpg,data/feasibility_v0/annotations/dacl/dacl_0020.json,135495,12609,2523582031033689905b1192769ada58c66d168ed2f150ae1e8a5e756a02846c,96c58e172c4b6c2d75d5af87ad04135084f07cc829c8380878832dce8bf49692,1024,768,JPEG,RGB,reused_identical,reused_identical,True
dacl_0021,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0021.jpg,data/feasibility_v0/annotations/dacl/dacl_0021.json,246671,7741,6863777f09439aa89a5619b200f918fa112dc59301721949927dfd7955538ae4,c8ab8465f6a54facd21cf6c4a446e03e336277ebe2516bb41a089ab6d80028a7,1024,768,JPEG,RGB,reused_identical,reused_identical,True
dacl_0022,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0022.jpg,data/feasibility_v0/annotations/dacl/dacl_0022.json,417860,651,d80f109832b641bf00f1ced9df3c78876fad5fe1b151897e33e762ced5bbbd20,61b654ac3afc1c8bbb7c6734502be02fa67c9c61248780f26a2f10c0b8aa8303,1600,1200,JPEG,RGB,reused_identical,reused_identical,True
dacl_0023,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0023.jpg,data/feasibility_v0/annotations/dacl/dacl_0023.json,211311,5208,8bb55cb6f9194ce86c08b3973ecbf93ad8ce741c785c738058c448344a447bd8,94861730e193867062e9731902051c74031373318bd7123af805a578d725a767,1536,1024,JPEG,RGB,reused_identical,reused_identical,True
dacl_0024,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0024.jpg,data/feasibility_v0/annotations/dacl/dacl_0024.json,415404,3340,a3ee97e4fa09e5ab59f400353ba8bd93d08cbb31195e6459646258bbc49fba24,6f3679c0a7f11a3bd84fb96b808c9dfaaef2e6116972b486c94986c0fd151c50,1920,1440,JPEG,RGB,reused_identical,reused_identical,True
dacl_0025,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0025.jpg,data/feasibility_v0/annotations/dacl/dacl_0025.json,599683,6208,ba5272dd52a1344e7e8935a6afcc1f6effd52c50e8c80782ecb8d9297db2334e,3ea8d73fbbe1d8873c854e356eecec8fea96f4a4f142c1b5c75b2786bffb82d2,2560,1920,JPEG,RGB,reused_identical,reused_identical,True
dacl_0026,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0026.jpg,data/feasibility_v0/annotations/dacl/dacl_0026.json,362748,12559,c70119cd22ff87d719bc2fd905be9f4c912b809f2d40184a58f3ce195e10fe85,4c7836090cf647c0d715da67f039aa53ad503c8b35689e7e9cb4e7331618904e,1600,1200,JPEG,RGB,reused_identical,reused_identical,True
dacl_0027,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0027.jpg,data/feasibility_v0/annotations/dacl/dacl_0027.json,164969,19308,a1880bfb91e326b80659bd102de3a86c74411ed26e5fca4a0c7b022005128f65,4440c9e7fa009ccd7e6972e693c6501e851105ef4c5b086b8822f8f1b8a510b9,1365,1024,JPEG,RGB,reused_identical,reused_identical,True
dacl_0028,DACL10K-v2-devphase,data/feasibility_v0/images/dacl/dacl_0028.jpg,data/feasibility_v0/annotations/dacl/dacl_0028.json,219602,4261,d8113dc67ce32424170a6d76f99bc69529accd11299246e6b1b9543604832fb8,07a45fa0e110613c3c6ecfd002e3900a73f7f48374834bae0030d6aadcabdff3,1843,1382,JPEG,RGB,reused_identical,reused_identical,True
