record_id,split,image_archive,image_member,source_image_id,width,height,encoded_size_bytes,sha256,phash64
cubit_train_cr1_1337,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1337.JPG,CR1_1337,4500,3000,2680922,a43232e6d170191615ad1dbaffbf25c5c281eca8c1403d411c0c8cc9821e890c,0047db5f0759ee90
cubit_train_cr1_1338,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1338.JPG,CR1_1338,4500,3000,2487790,804ef3b295bbf7bee95378ac49fd7c557d99fe03a74f8314dbbff9e5f15b6c3c,11475d4f8248afd6
cubit_train_cr1_1339,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1339.JPG,CR1_1339,4500,3000,2649955,5c44eda1854ca2f631a8fe5a6136942f40016b7c02414859d838286165d5541a,15624c4ed04ca7df
cubit_train_cr1_134,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_134.JPG,CR1_134,4500,3000,5785129,7d8f26b382664db08890d156e5f170371ba8479e97fd772728ab8f5f76b9ffa7,50713572cacacd35
cubit_train_cr1_1340,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1340.JPG,CR1_1340,4500,3000,2443819,5f74e445567023aaf49804bdc2e1d6472512ba7eb2ad777917d359393bd08898,55704663d86eb159
cubit_train_cr1_1341,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1341.JPG,CR1_1341,4500,3000,2505370,738c5d576a86869b192af60e4f929901b626d73d0c6b58f5e8287bab13ef8464,004dce7059af5ee8
cubit_train_cr1_1342,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1342.JPG,CR1_1342,4500,3000,2477417,f63437ef6817ff24a666959c92954b1d3cff6f78f322b6bb62df892a4d92874c,004cd77a6c065bee
cubit_train_cr1_1343,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1343.JPG,CR1_1343,4500,3000,2486602,a92cf56c011b1c95b7634a84f5d58e71daa5ede4b2f60a663c6dd9fb2db5c818,0066c15b4f135bee
cubit_train_cr1_1344,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1344.JPG,CR1_1344,4500,3000,2461562,53de78d2809957b61f6a5be71dfe091d041d8993f691a375a2efe17150082a70,1063d55d47d348a7
cubit_train_cr1_1347,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1347.JPG,CR1_1347,4500,3000,2687505,e63dffee9f44ff588e918771b4a6ba10e21403ec9f54f8d83bb6b957367efbf4,004d8ff650a93f56
cubit_train_cr1_1348,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1348.JPG,CR1_1348,4500,3000,2493696,b059a7309c7cd741a2e5dcde700fdb7b70af9ea5ef0881abcf67ad063f3d0d66,0068c5f378ed145f
cubit_train_cr1_1349,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1349.JPG,CR1_1349,4500,3000,2669386,c97aeeb54fc5297c22d25b811da32ee6d49e0b397a75fd4ae0d9bc66aa8f148a,006ac5f97ea41759
cubit_train_cr1_135,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_135.JPG,CR1_135,4500,3000,5669882,ee4b3f05594b9927582422035e5aa91ddbeb4c88063365a9b6667d5ed9cb558d,7a70303ac9cdc536
cubit_train_cr1_1350,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1350.JPG,CR1_1350,4500,3000,2480539,39f41622e1377b1774fa90316fdb23ee1bd4bdb84cb852712e8e1d7f78877fc2,102bc5d94fb75348
cubit_train_cr1_1351,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1351.JPG,CR1_1351,4500,3000,2644091,1ade5261b63cfdabeb49f2d9cf93fa8f5c74dc4f25a2705a4083fdbbae7fb6e2,152dd2dd47b3504c
cubit_train_cr1_1353,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1353.JPG,CR1_1353,4500,3000,2485174,368e25d8fba9a83734cea02236944b1f855157f0b46d6b86998df9db16fe948d,006f0fc676d0e18f
cubit_train_cr1_1355,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1355.JPG,CR1_1355,4500,3000,2474476,70d9759cc299084f2d416f6cb57a0573bb77d7ad8114ea83c6bd73e1ba46f9eb,002a06e15befbcf4
cubit_train_cr1_1356,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1356.JPG,CR1_1356,4500,3000,2453350,b55508b32ee6ec7b83364aa9d78ca4e30701b2fba8e57b6ee17ce5e2222063b5,102a47f0596cb7d3
cubit_train_cr1_1357,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1357.JPG,CR1_1357,4500,3000,2454772,314c3e1b4c823048dc921bf1b53a81181fc46d6cf270a8dceb6bb45722e1d9ce,142d42fc4de6b3d0
cubit_train_cr1_1358,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1358.JPG,CR1_1358,4500,3000,2418591,9d9a31ab8552786195b0e45afe88b3e5392aa5f7b0a22fbec18cfee071816143,553450ff46e311d8
cubit_train_cr1_1359,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1359.JPG,CR1_1359,4500,3000,2637196,f7e3ef267ff88d8e027b33b86e82448c286ea3c08dca9360f8ac11c599fe1636,020d5b313d5f6335
cubit_train_cr1_1361,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1361.JPG,CR1_1361,4500,3000,2630300,7aa74a26d318e5901af00e8132a5762b0e063efdb8d0efebed339cc301ab13a7,00444d5f17487f3f
cubit_train_cr1_1363,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1363.JPG,CR1_1363,4500,3000,2608881,0efdefdf3525be12a2e9f949d704c8b57eb5616ea6b00dfe22447605c8674fe5,145352420bed7f0f
cubit_train_cr1_1364,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1364.JPG,CR1_1364,4500,3000,2413234,1aa42459077609e31871f006076af0537bba69dcec72e1882156c500d3fb353d,55516a4b08655f4f
cubit_train_cr1_1365,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1365.JPG,CR1_1365,4500,3000,2453780,9f858808e593ae95d24406adeddcce4e7ac277ec1c7782682971bf7aa98b5dc1,020f4fd031be4f6a
cubit_train_cr1_1366,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1366.JPG,CR1_1366,4500,3000,2433951,34fbeb8cfdfc557b921a9eb9eeef8b8d2679bbba71353fc57301de7fcc32b40b,010547d83c9fcf63
cubit_train_cr1_1367,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1367.JPG,CR1_1367,4500,3000,2449422,fb31fa79f2350baf8ce37f2fa23c44f71aa0ebd11f8d9e731607eefced36dcce,004445fd379fc175
cubit_train_cr1_1369,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1369.JPG,CR1_1369,4500,3000,2431352,ca007b33edc11788e83c4637219412c04df9799ee1bc89de9a0490516ef79d0a,14557746138ae37a
cubit_train_cr1_137,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_137.JPG,CR1_137,4500,3000,5315336,3c2fe9ee4ab3bc724be2b10245c8673eef462359376ecdaa57d291209b3daee5,6d3f1b0de4e4c013
cubit_train_cr1_1370,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1370.JPG,CR1_1370,4500,3000,2397359,e3083c7c07e7e8f41264fdddbd3186056dab774c74019894be3a3970eebe1e57,55517a630aaae13b
cubit_train_cr1_1371,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1371.JPG,CR1_1371,4500,3000,2629006,7ccf1209d002afb3daf5197f7bb98913bb896b021c6140aba8ce240667f18c5d,02550fd608f53e9d
cubit_train_cr1_1372,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1372.JPG,CR1_1372,4500,3000,2446982,b999c723f360be54a517d1dd5292c7647645ebac0e470bc4adbab26b657269fc,015507d328f41fde
cubit_train_cr1_1373,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1373.JPG,CR1_1373,4500,3000,2624544,050b1f83f33419e9c8adb6bac5f6849b9d187e840403f62be980d829cf556f79,014a24db2dfe0fca
cubit_train_cr1_1374,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1374.JPG,CR1_1374,4500,3000,2442297,21ff4c14ceca25112564159e33dcb2b7ba97e5c613ba9142998a5927c5bc2425,044a34e935df07cb
cubit_train_cr1_1375,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1375.JPG,CR1_1375,4500,3000,2610924,1d0611bb268e387a25882380f5b127720b3b9ac4b101b1b1bc8ad7da45dd1ece,146d75ec54db02c9
cubit_train_cr1_1376,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1376.JPG,CR1_1376,4500,3000,2418334,32504501dbb196c1fe5ebbc62550f2a5a34c500c9f00bfdb87477e5a3b7a6f3c,576552e753ca02e4
cubit_train_cr1_1377,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1377.JPG,CR1_1377,4500,3000,2390321,e0f3dfb9141b314da694e15617f2ce69801e4195997053556ca3c09fd4c980a9,02d42fd62bd629d2
cubit_train_cr1_1378,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1378.JPG,CR1_1378,4500,3000,2377216,c1fc86e0ba6cc07bd95199d834660ed896e79f8f234d2f1f5baea1111ae3309f,01d22dd32dd22dd3
cubit_train_cr1_1380,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1380.JPG,CR1_1380,4500,3000,2385984,7e8595b538d4f6d65b532f1caf66bad6e67bc8143fea2cd460ab6b11e240ea28,14cb36c936c936c9
cubit_train_cr1_1381,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1381.JPG,CR1_1381,4500,3000,2401905,be078c60144ac63e6636bfcc53f57727925251bac8061060e7bbe2811ac9d26a,14cd33ec32cc33cc
cubit_train_cr1_1382,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1382.JPG,CR1_1382,4500,3000,2376535,2bf9fe084f72247f5511d1d73a466c5c2c682d7e4a5fcbdc0198bc26eecf61d9,11ed11ee11e619e6
cubit_train_cr1_1384,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1384.JPG,CR1_1384,4500,3000,2273860,0c0aff6f0cb2ab5467336bc8059408cf5d40fe77ac1a71928170f60bb51eccdc,00479d0d5f372ada
cubit_train_cr1_1385,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1385.JPG,CR1_1385,4500,3000,2440307,7f8e69f0de73172581f6c66584af3ec51402970ecaacfaa17fad578a3aa675c0,00619526cfb72dcb
cubit_train_cr1_1386,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1386.JPG,CR1_1386,4500,3000,2280970,267ed7c1b95042226af15439248dd706e707553bc512e4f42422adcd679ede5e,15709422cabb3de9
cubit_train_cr1_1387,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1387.JPG,CR1_1387,4500,3000,2456289,5141395998d11f0050a5c6a605a6080a4e2c10237e6ce70e85a6a0b331a177df,5574d223ea9814ed
cubit_train_cr1_1389,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1389.JPG,CR1_1389,4500,3000,2232842,238504d72e9a17b88b302f7f9dfa365db74de480e32a04b37266839731eb72e3,0147ba2f0add257a
cubit_train_cr1_139,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_139.JPG,CR1_139,4500,3000,3328729,a361305c5ace5b6869167dafea905d2c8b0c64385be716e5d4b641be3b8f7e01,624a8c6ddc95cc6c
cubit_train_cr1_1390,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1390.JPG,CR1_1390,4500,3000,2218024,debcf3deb2a6ad004b22b44d89e4f8bde6a7dc32ad4bd5db7243c436fda2b3f8,0063bf2d0ddd352a
cubit_train_cr1_1391,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1391.JPG,CR1_1391,4500,3000,2239390,2c5f5458bc9eee37c0cd5a337989b837c8249ca168a6c93f57e24962806468c7,0061d5270fde372d
cubit_train_cr1_1392,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1392.JPG,CR1_1392,4500,3000,2228571,aeca1e8c00ed91f3fa79e3303bdb5e60a39d006013a7125a38c4e0691fb26bed,1578d4b726ca3235
cubit_train_cr1_1393,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1393.JPG,CR1_1393,4500,3000,2258163,d87671c246e754b13c1ffb5fd327d87dbdf3d7c774c2de7397c979846431999e,557cd61223ea1b16
cubit_train_cr1_1394,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1394.JPG,CR1_1394,4500,3000,2261095,98849def2aeb464ed313de4285897e76d8c83b1c59840b663f2c49dd3559bfc6,547fda9121e99912
cubit_train_cr1_1395,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1395.JPG,CR1_1395,4500,3000,2351339,78f06648f81deb3f5b338efbec8a6ad3d667cd47af5c529ef23b430f406af336,0066c2fe2f52d5a5
cubit_train_cr1_1396,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1396.JPG,CR1_1396,4500,3000,2196294,e5eebd545603b7386a3df76b982eb8ecefbcc022e074f23fe41006f0c55dbafe,0063d3bf2548d5b5
cubit_train_cr1_1397,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1397.JPG,CR1_1397,4500,3000,2357315,1f91c7ece2510e9c057b217793cd344eb3e7cb87beea93efc39acac5979dfb45,006bd1bd25edc296
cubit_train_cr1_1398,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1398.JPG,CR1_1398,4500,3000,2208550,c8f780c55305456e743e616f635ec7b225d9518c334d555fc98b03ba93431b20,1568549536edca9a
cubit_train_cr1_1399,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1399.JPG,CR1_1399,4500,3000,2380983,2ddd2c787d600d1ac927f5d735ae99caebaf8e59780c6b0d0dc252c1659927cc,156c56941364eb9b
cubit_train_cr1_140,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_140.JPG,CR1_140,4500,3000,3318390,a293346b78c35e8b270134b6577d9ec3abbf62c0cff73745f7f1f67f5a97095b,3149c734ce91c667
cubit_train_cr1_1400,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1400.JPG,CR1_1400,4500,3000,2246536,50902937ee9773fda329b5c162f3d91dd9c159d9cd964bfd78b0965e7b5b0291,546e5ad21166ed89
cubit_train_cr1_1401,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1401.JPG,CR1_1401,4500,3000,2160974,9ae51510f50ee01b6a148b392c6b0c8e2bbaf9eeb1c1ce284331aca32f9fb720,016446f0ff2a5ada
cubit_train_cr1_1403,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1403.JPG,CR1_1403,4500,3000,2166848,e4a6eaad78785de435448c6d0eea2a0e53b7654516a2c16b6c5cf302bda70f02,006b51f9372d29cb
cubit_train_cr1_1404,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1404.JPG,CR1_1404,4500,3000,2156569,b3345215049afed595fb5e2d8bfa81e65f289c5bb32b0b4d9f2f268a99ee3106,156950dd11352ded
cubit_train_cr1_1406,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1406.JPG,CR1_1406,4500,3000,2198080,c4c3c321e888be4141099575e5808f263029a75cdf5c727b753d2c6a98f59e70,542e4ade5a1272e6
cubit_train_cr1_1409,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1409.JPG,CR1_1409,4500,3000,2412730,30f876cdc9a9b580f21a613fb970aba20407c825568e2eb754113cb46b57e403,003c897d37cec78c
cubit_train_cr1_141,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_141.JPG,CR1_141,4500,3000,3113336,db872ed5a5ceaadee4e2ff6a47b267dc9aac7b261e7849316007e92f8b23c31b,384dc336c798c363
cubit_train_cr1_1411,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1411.JPG,CR1_1411,4500,3000,2400590,8dfb7b6bde711ceb53b946976615e0e2ad228437e0201f5a687d3a1e90a89ca8,0537867e55c1f087
cubit_train_cr1_1412,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1412.JPG,CR1_1412,4500,3000,2239221,e82f0aeb3f67391e6c0e40172a59a9d5b28705274355b817be14964a02d9c03e,4513867d5ae0dd83
cubit_train_cr1_1413,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1413.JPG,CR1_1413,4500,3000,2279818,aa1b80d4677e257ed48c3c59d2bf10118aef34256040edb10589b38db7397015,00613fc167315fe6
cubit_train_cr1_1414,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1414.JPG,CR1_1414,4500,3000,2264080,3ee428e41ba6bcc4c9aea29cdec71dd8ab447b63ca98a422efb6cf7cc5f3eeac,00701fd077b057e7
cubit_train_cr1_1415,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1415.JPG,CR1_1415,4500,3000,2279429,fe74bae2b50162d8bf056d752308d617d21d7e3ca8ca35fd3557fb6b703e7669,007e01fc717c43f3
cubit_train_cr1_1416,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1416.JPG,CR1_1416,4500,3000,2254530,5f79573fe87240d78956d1510aafc5c4addc9d9af653f5155d4ace1178d4e406,003f807f303f6af1
cubit_train_cr1_1417,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1417.JPG,CR1_1417,4500,3000,2259731,c319c45aa9295ecaf5ae484eda7006697ea75dbe95a8ee63696cd6ed4cb42c5e,043f846e7c1769d8
cubit_train_cr1_1418,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1418.JPG,CR1_1418,4500,3000,2236380,bec6a3aa86e85ac85497d9153055a068de5a731c760c0a1c011a6f25540f2038,451a96635f026cde
cubit_train_cr1_1420,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1420.JPG,CR1_1420,4500,3000,2297675,b22be8bfb408d32e30d3494037956a1ed627a453eb86352fe44ce0fb4aa0b525,01780ff807fb007f
cubit_train_cr1_1421,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1421.JPG,CR1_1421,4500,3000,2454333,6381e194b1d3ed86ad97944d1cb62ddd983df693f60d0e282390f830e9eec9d4,007f00ff40ff087e
cubit_train_cr1_1422,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1422.JPG,CR1_1422,4500,3000,2284242,d9c2e33b860499891abdbc25b1f91a40b041ac334581a3c2e00f395f54bfc30a,007f008f62bc1f6f
cubit_train_cr1_1424,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1424.JPG,CR1_1424,4500,3000,2266526,b4006c25f306c98f8c60a09d7c1ffd008d10bb982f228c2c4c08711d3881e868,453b94a37d1f0265
cubit_train_cr1_1425,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1425.JPG,CR1_1425,4500,3000,2289617,90d24b110e3569f8dbe89ed081568f836ab58f710318a1682a1143bb2f757a19,07f807f803fc03f8
cubit_train_cr1_1426,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1426.JPG,CR1_1426,4500,3000,2279790,acbfef3c6ed8a288f759da76c3f2818f776fa0e4ea01349abb75aafc89c173c8,00fe00ff00ff00ff
cubit_train_cr1_1428,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1428.JPG,CR1_1428,4500,3000,2283453,41e33ffc5fc39d64bb882b574df4f2e4e84dcd893a6eb4212ba9432a3793baca,007f118dcfe0bf84
cubit_train_cr1_1429,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1429.JPG,CR1_1429,4500,3000,2288715,4d154874ff1de5e600535aee04ed8cca7d6afde15f32543b13b594c7a53d0e97,407f118783f896a7
cubit_train_cr1_143,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_143.JPG,CR1_143,4500,3000,2951296,499209a294a20b9b305454819403a701fbafe2933d266b1bfc8dc2ca22af48c1,3f66d011c0cff074
cubit_train_cr1_1430,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1430.JPG,CR1_1430,4500,3000,2264501,1187c5863db54743c418b3eea1cdb838c11b24f07329233b48c0200f4426328e,453b1886a0fd9fa2
cubit_train_cr1_1431,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1431.JPG,CR1_1431,4500,3000,2092930,f17072d518bfc88d161bbdce1b65da51b45d410674a2eeaa714d0eed52c05275,458a7d807d837e85
cubit_train_cr1_1432,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1432.JPG,CR1_1432,4500,3000,1954127,e4ec69c97c307956f6c4ee2a96512df4b7a7c086b7629727d3cca189258fef35,558977807f807f84
cubit_train_cr1_1433,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1433.JPG,CR1_1433,4500,3000,2078544,50a6817cec3cf26346f8e5e40b3c60d238e069a19a33cbd66a35b4adf28c6acd,508976897f827f84
cubit_train_cr1_1435,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1435.JPG,CR1_1435,4500,3000,2076841,cce7dd5b83fa6c866b3199ae7229428a688b8e5acfd5c0fdfd11ad0e26a17001,55867b847b816e91
cubit_train_cr1_1436,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1436.JPG,CR1_1436,4500,3000,1956731,bb7097f6d8d975a6b4ab3b970972dc212ee81863c824d1254d3b8727cc4bff68,55827d8279856ed1
cubit_train_cr1_1437,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1437.JPG,CR1_1437,4500,3000,1895303,3b48933303723cb1563dacc6575bf00c17407d126512d5b3769760168f1b10ec,7c837e817ec13a41
cubit_train_cr1_1438,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1438.JPG,CR1_1438,4500,3000,1862241,182131c7361d377b9c0891d40f5ef576d39a7e37a5b73087f7b9f21d0f315111,7f807f803fc03f40
cubit_train_cr1_144,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_144.JPG,CR1_144,4500,3000,3419178,a1f23be4b4ed650edb23aa831a29a06b18f02d52d9367989e10afdad59da9a07,63429a6dd9669325
cubit_train_cr1_1440,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1440.JPG,CR1_1440,4500,3000,1840432,6a6d8beec887242df9b76ce0bbb67d90b6d3c2370a480086a44646c9244ecace,558472d12dd30c7b
cubit_train_cr1_1442,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1442.JPG,CR1_1442,4500,3000,1850392,069eba19398070a37600fbc35f7a04c114e17641b7131e5c27a30612fec65e23,55827bd42ad9827a
cubit_train_cr1_1443,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1443.JPG,CR1_1443,4500,3000,1983344,714ebc085a4d656a93579f39556142fc29dda25eb05f8d49a56f167385a07690,7c817ec1ba74813a
cubit_train_cr1_1444,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1444.JPG,CR1_1444,4500,3000,1845455,e15151fb7667626642e8f9331bd04b2fcebf743a74fb315b779dbc588aad66ad,7f807fc0ba70803b
cubit_train_cr1_1445,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1445.JPG,CR1_1445,4500,3000,1952601,e37e45126f480ab53bc4fcc3f5c589fdd657f1bd0d614550518c5dc83b491c66,7f803fc0ab71802f
cubit_train_cr1_1446,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1446.JPG,CR1_1446,4500,3000,1822287,8a64d27ac06fc992b556b7caa6082059ca98a05e29838f3a0b077f07bb417824,55842ed2897ed32c
cubit_train_cr1_1447,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1447.JPG,CR1_1447,4500,3000,1948422,7e96a358d69dc4e387739b2429e57e48219070ec3b4be2952d316b5efd93efcd,558624fb847ad12e
cubit_train_cr1_1448,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1448.JPG,CR1_1448,4500,3000,1835037,100a6715e86632f5d919ebe82374246de3fd1f59ff5af4310bf45a46854e7541,558235fb856ad522
cubit_train_cr1_1449,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1449.JPG,CR1_1449,4500,3000,1868255,9580cc2d4e49ad5aa7aadd092aa41864d03cb80408bccd654a5a0c4a3300b903,7c817e4f813e4385
cubit_train_cr1_145,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_145.JPG,CR1_145,4500,3000,3218916,419689062d6096ff5e99d1a34110d40459b9d79a7cd6d51217549215e0be8327,63428a65dc779b24
cubit_train_cr1_1450,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1450.JPG,CR1_1450,4500,3000,1832630,7bf2672784e0d941899c03feb4c8b0d3b404d4423d84f3836d39899e00cf64c3,7f803f77803f4184
cubit_train_cr1_1452,train,datasets/building-target/CUBIT-InSeg/CUBIT-InSeg/train/images.zip,images/CR1_1452.JPG,CR1_1452,4500,3000,1805803,9db4a49b8363b422e50a347e7c746c477ccc5baa948bec29bebac178a58446b6,57840e7293287f93
